Table S5: IEI Candidate Genes with Average in DCs > 1 TPM Filter,CellType,Gene,mean,InItan,Pathway1,Pathway2,BothPathways,,
975,Dendritic Cell,PRMT5,29.95,KNOWN,FALSE,TRUE,FALSE,,
976,Dendritic Cell,PROC,28.1,KNOWN,FALSE,TRUE,FALSE,,
977,Dendritic Cell,PRPF40A,80.15,NEW,TRUE,FALSE,FALSE,,
978,Dendritic Cell,PRPF4B,8.35,KNOWN,FALSE,TRUE,FALSE,,
979,Dendritic Cell,PSD4,4.1,NEW,TRUE,FALSE,FALSE,,
980,Dendritic Cell,PSEN1,56.55,KNOWN,FALSE,TRUE,FALSE,,
981,Dendritic Cell,PSEN2,6.5,KNOWN,FALSE,TRUE,FALSE,,
982,Dendritic Cell,PSMB9,51.2,KNOWN,TRUE,FALSE,FALSE,,
983,Dendritic Cell,PSMD1,22,KNOWN,TRUE,FALSE,FALSE,,
984,Dendritic Cell,PSTPIP2,11.4,NEW,TRUE,FALSE,FALSE,,
985,Dendritic Cell,PTAFR,50.95,KNOWN,TRUE,FALSE,FALSE,,
986,Dendritic Cell,PTK2,4.8,KNOWN,TRUE,TRUE,TRUE,,
987,Dendritic Cell,PTK2B,21.3,KNOWN,TRUE,TRUE,TRUE,,
988,Dendritic Cell,PTK7,6.3,NEW,FALSE,TRUE,FALSE,,
989,Dendritic Cell,PTMA,1681.4,NEW,FALSE,TRUE,FALSE,,
990,Dendritic Cell,PTP4A1,32.25,NEW,TRUE,FALSE,FALSE,,
991,Dendritic Cell,PTP4A2,36.75,NEW,TRUE,FALSE,FALSE,,
992,Dendritic Cell,PTPA,18.1,NEW,TRUE,TRUE,TRUE,,
993,Dendritic Cell,PTPN1,8.35,KNOWN,TRUE,TRUE,TRUE,,
994,Dendritic Cell,PTPN11,14.5,KNOWN,TRUE,TRUE,TRUE,,
995,Dendritic Cell,PTPN12,1.75,KNOWN,TRUE,TRUE,TRUE,,
996,Dendritic Cell,PTPN18,6.35,KNOWN,FALSE,TRUE,FALSE,,
997,Dendritic Cell,PTPN2,51.75,KNOWN,TRUE,TRUE,TRUE,,
998,Dendritic Cell,PTPN22,6.3,KNOWN,TRUE,TRUE,TRUE,,
999,Dendritic Cell,PTPN6,195.7,KNOWN,TRUE,TRUE,TRUE,,
1000,Dendritic Cell,PTPN7,2.95,KNOWN,FALSE,TRUE,FALSE,,
1001,Dendritic Cell,PTPRA,2.5,KNOWN,TRUE,TRUE,TRUE,,
1002,Dendritic Cell,PTPRE,265.45,NEW,TRUE,TRUE,TRUE,,
1003,Dendritic Cell,PTPRJ,1.05,NEW,TRUE,TRUE,TRUE,,
1004,Dendritic Cell,PTTG1,19.85,KNOWN,TRUE,FALSE,FALSE,,
1005,Dendritic Cell,PTTG1IP,123.35,NEW,TRUE,FALSE,FALSE,,
1006,Dendritic Cell,PWP2,1.1,KNOWN,TRUE,FALSE,FALSE,,
1007,Dendritic Cell,PXN,13.45,KNOWN,FALSE,TRUE,FALSE,,
1008,Dendritic Cell,PYCARD,645.55,KNOWN,TRUE,TRUE,TRUE,,
1009,Dendritic Cell,RAB31,20.85,NEW,TRUE,FALSE,FALSE,,
1010,Dendritic Cell,RAB3GAP2,2.75,NEW,TRUE,FALSE,FALSE,,
1011,Dendritic Cell,RABGGTA,8.25,NEW,TRUE,FALSE,FALSE,,
1012,Dendritic Cell,RAC1,78.9,KNOWN,FALSE,TRUE,FALSE,,
1013,Dendritic Cell,RACGAP1,2.15,NEW,FALSE,TRUE,FALSE,,
1014,Dendritic Cell,RACK1,514.5,NEW,FALSE,TRUE,FALSE,,
1015,Dendritic Cell,RAD1,3.65,KNOWN,FALSE,TRUE,FALSE,,
1016,Dendritic Cell,RAD17,2.25,KNOWN,TRUE,TRUE,TRUE,,
1017,Dendritic Cell,RAD18,2.6,KNOWN,FALSE,TRUE,FALSE,,
1018,Dendritic Cell,RAD50,2.25,KNOWN,TRUE,FALSE,FALSE,,
1019,Dendritic Cell,RAD51B,5.85,NEW,TRUE,FALSE,FALSE,,
1020,Dendritic Cell,RAD9A,2,KNOWN,TRUE,TRUE,TRUE,,
1021,Dendritic Cell,RAF1,19.95,KNOWN,FALSE,TRUE,FALSE,,
1022,Dendritic Cell,RALBP1,13.4,KNOWN,FALSE,TRUE,FALSE,,
1023,Dendritic Cell,RAN,469.8,KNOWN,FALSE,TRUE,FALSE,,
1024,Dendritic Cell,RANGAP1,6.2,NEW,FALSE,TRUE,FALSE,,
1025,Dendritic Cell,RAP1A,17.35,KNOWN,FALSE,TRUE,FALSE,,
1026,Dendritic Cell,RAP1B,131.35,NEW,FALSE,TRUE,FALSE,,
1027,Dendritic Cell,RAP1GAP2,1.25,NEW,TRUE,FALSE,FALSE,,
1028,Dendritic Cell,RAP2A,1.15,NEW,FALSE,TRUE,FALSE,,
1029,Dendritic Cell,RAPGEF1,1.35,KNOWN,TRUE,TRUE,TRUE,,
1030,Dendritic Cell,RARA,7.05,KNOWN,TRUE,TRUE,TRUE,,
1031,Dendritic Cell,RARG,3.2,KNOWN,FALSE,TRUE,FALSE,,
1032,Dendritic Cell,RASA3,1.8,KNOWN,TRUE,FALSE,FALSE,,
1033,Dendritic Cell,RASGEF1B,13.6,NEW,TRUE,FALSE,FALSE,,
1034,Dendritic Cell,RASSF1,19.5,KNOWN,TRUE,TRUE,TRUE,,
1035,Dendritic Cell,RASSF2,34.75,NEW,TRUE,FALSE,FALSE,,
1036,Dendritic Cell,RASSF4,38.45,NEW,TRUE,FALSE,FALSE,,
1037,Dendritic Cell,RASSF5,35.15,NEW,TRUE,TRUE,TRUE,,
1038,Dendritic Cell,RB1,14,KNOWN,TRUE,TRUE,TRUE,,
1039,Dendritic Cell,RB1CC1,8.65,KNOWN,FALSE,TRUE,FALSE,,
1040,Dendritic Cell,RBBP8,7.35,KNOWN,TRUE,TRUE,TRUE,,
1041,Dendritic Cell,RBL1,2,KNOWN,FALSE,TRUE,FALSE,,
1042,Dendritic Cell,RBM19,4.6,NEW,TRUE,FALSE,FALSE,,
1043,Dendritic Cell,RBM47,21.9,NEW,TRUE,FALSE,FALSE,,
1044,Dendritic Cell,RBMS1,9.5,NEW,TRUE,FALSE,FALSE,,
1045,Dendritic Cell,RBMS3,1.75,NEW,TRUE,FALSE,FALSE,,
1046,Dendritic Cell,RBPJ,110.85,KNOWN,TRUE,TRUE,TRUE,,
1047,Dendritic Cell,RBX1,163.9,KNOWN,FALSE,TRUE,FALSE,,
1048,Dendritic Cell,RCAN1,2.1,KNOWN,FALSE,TRUE,FALSE,,
1049,Dendritic Cell,RCC2,2.45,NEW,TRUE,FALSE,FALSE,,
1050,Dendritic Cell,RCHY1,5.45,NEW,TRUE,FALSE,FALSE,,
1051,Dendritic Cell,RCN1,9.35,NEW,TRUE,FALSE,FALSE,,
1052,Dendritic Cell,RDX,10.15,KNOWN,FALSE,TRUE,FALSE,,
1053,Dendritic Cell,RECQL5,9,KNOWN,FALSE,TRUE,FALSE,,
1054,Dendritic Cell,RERE,3.75,NEW,TRUE,FALSE,FALSE,,
1055,Dendritic Cell,RFTN1,26.8,NEW,TRUE,FALSE,FALSE,,
1056,Dendritic Cell,RFX3,2.45,NEW,TRUE,FALSE,FALSE,,
1057,Dendritic Cell,RGCC,3.5,NEW,FALSE,TRUE,FALSE,,
1058,Dendritic Cell,RGS16,4.7,NEW,FALSE,TRUE,FALSE,,
1059,Dendritic Cell,RGS19,159.55,NEW,FALSE,TRUE,FALSE,,
1060,Dendritic Cell,RHBDD2,49.8,NEW,TRUE,FALSE,FALSE,,
1061,Dendritic Cell,RHBDF2,7.75,NEW,TRUE,FALSE,FALSE,,
1062,Dendritic Cell,RHEB,32.85,KNOWN,FALSE,TRUE,FALSE,,
1063,Dendritic Cell,RHOA,716,KNOWN,TRUE,TRUE,TRUE,,
1064,Dendritic Cell,RHOF,42.45,KNOWN,TRUE,FALSE,FALSE,,
1065,Dendritic Cell,RHOG,167.65,KNOWN,FALSE,TRUE,FALSE,,
1066,Dendritic Cell,RICTOR,3.1,KNOWN,FALSE,TRUE,FALSE,,
1067,Dendritic Cell,RIN1,2.1,NEW,FALSE,TRUE,FALSE,,
1068,Dendritic Cell,RIN3,18.9,NEW,TRUE,FALSE,FALSE,,
1069,Dendritic Cell,RIPK2,5.1,KNOWN,TRUE,TRUE,TRUE,,
1070,Dendritic Cell,RIPK3,2.15,KNOWN,FALSE,TRUE,FALSE,,
1071,Dendritic Cell,RIPOR2,58.7,NEW,TRUE,FALSE,FALSE,,
1072,Dendritic Cell,RNF11,3.9,KNOWN,FALSE,TRUE,FALSE,,
1073,Dendritic Cell,RNF144B,14.45,NEW,TRUE,FALSE,FALSE,,
1074,Dendritic Cell,RNF213,17.35,NEW,TRUE,FALSE,FALSE,,
1075,Dendritic Cell,RNF216,7.5,KNOWN,TRUE,FALSE,FALSE,,
1076,Dendritic Cell,RNF8,4.95,KNOWN,FALSE,TRUE,FALSE,,
1077,Dendritic Cell,RNLS,2.85,NEW,TRUE,FALSE,FALSE,,
1078,Dendritic Cell,ROCK1,4.35,KNOWN,TRUE,TRUE,TRUE,,
1079,Dendritic Cell,RPA1,27.45,KNOWN,FALSE,TRUE,FALSE,,
1080,Dendritic Cell,RPA2,113.25,KNOWN,TRUE,TRUE,TRUE,,
1081,Dendritic Cell,RPL10,4600.45,NEW,FALSE,TRUE,FALSE,,
1082,Dendritic Cell,RPL13,3931.5,NEW,FALSE,TRUE,FALSE,,
1083,Dendritic Cell,RPL39L,10.3,NEW,TRUE,FALSE,FALSE,,
1084,Dendritic Cell,RPS19,8728.35,KNOWN,TRUE,FALSE,FALSE,,
1085,Dendritic Cell,RPS24,2390.75,KNOWN,TRUE,FALSE,FALSE,,
1086,Dendritic Cell,RPS27A,2346.15,NEW,FALSE,TRUE,FALSE,,
1087,Dendritic Cell,RPS27L,108.55,NEW,TRUE,FALSE,FALSE,,
1088,Dendritic Cell,RPS3,926.7,KNOWN,TRUE,FALSE,FALSE,,
1089,Dendritic Cell,RPS6,3501.05,KNOWN,FALSE,TRUE,FALSE,,
1090,Dendritic Cell,RPS6KA1,42.4,KNOWN,FALSE,TRUE,FALSE,,
1091,Dendritic Cell,RPS6KA2,2.55,NEW,TRUE,TRUE,TRUE,,
1092,Dendritic Cell,RPS6KA3,5.65,KNOWN,TRUE,TRUE,TRUE,,
1093,Dendritic Cell,RPS6KA4,5.9,NEW,TRUE,TRUE,TRUE,,
1094,Dendritic Cell,RPS6KA5,2,KNOWN,TRUE,TRUE,TRUE,,
1095,Dendritic Cell,RPS6KB1,11.2,KNOWN,FALSE,TRUE,FALSE,,
1096,Dendritic Cell,RPS6KB2,32.65,NEW,TRUE,TRUE,TRUE,,
1097,Dendritic Cell,RRAS,1.95,NEW,FALSE,TRUE,FALSE,,
1098,Dendritic Cell,RREB1,3.15,NEW,TRUE,FALSE,FALSE,,
1099,Dendritic Cell,RRM1,5.4,KNOWN,TRUE,FALSE,FALSE,,
1100,Dendritic Cell,RRM2B,4.4,KNOWN,TRUE,FALSE,FALSE,,
1101,Dendritic Cell,RSAD2,2.5,NEW,TRUE,FALSE,FALSE,,
1102,Dendritic Cell,RSF1,21.1,KNOWN,FALSE,TRUE,FALSE,,
1103,Dendritic Cell,RTN4,10.45,KNOWN,TRUE,FALSE,FALSE,,
1104,Dendritic Cell,RUNX1,2.05,KNOWN,TRUE,TRUE,TRUE,,
1105,Dendritic Cell,RUNX2,8.3,KNOWN,FALSE,TRUE,FALSE,,
1106,Dendritic Cell,RUNX3,1.35,KNOWN,TRUE,TRUE,TRUE,,
1107,Dendritic Cell,RUVBL1,11.5,KNOWN,FALSE,TRUE,FALSE,,
1108,Dendritic Cell,RXRA,1.05,KNOWN,FALSE,TRUE,FALSE,,
1109,Dendritic Cell,RXYLT1,2.8,NEW,TRUE,FALSE,FALSE,,
1110,Dendritic Cell,S100A10,812.9,NEW,TRUE,FALSE,FALSE,,
1111,Dendritic Cell,S100A11,1687.4,KNOWN,TRUE,FALSE,FALSE,,
1112,Dendritic Cell,S100A2,1.1,NEW,TRUE,FALSE,FALSE,,
1113,Dendritic Cell,S100A4,3917,NEW,TRUE,TRUE,TRUE,,
1114,Dendritic Cell,S100A6,1964.45,KNOWN,TRUE,FALSE,FALSE,,
1115,Dendritic Cell,S100A9,2100.05,KNOWN,FALSE,TRUE,FALSE,,
1116,Dendritic Cell,S100B,10.8,KNOWN,TRUE,FALSE,FALSE,,
1117,Dendritic Cell,SAMSN1,11.35,NEW,TRUE,FALSE,FALSE,,
1118,Dendritic Cell,SCAF11,21.35,NEW,FALSE,TRUE,FALSE,,
1119,Dendritic Cell,SCAPER,5.9,NEW,TRUE,FALSE,FALSE,,
1120,Dendritic Cell,SCARB1,27.25,KNOWN,TRUE,FALSE,FALSE,,
1121,Dendritic Cell,SCHIP1,3.9,NEW,TRUE,FALSE,FALSE,,
1122,Dendritic Cell,SCMH1,2.6,NEW,TRUE,FALSE,FALSE,,
1123,Dendritic Cell,SDC4,1.25,KNOWN,TRUE,TRUE,TRUE,,
1124,Dendritic Cell,SEC14L1,7.15,NEW,TRUE,FALSE,FALSE,,
1125,Dendritic Cell,SELPLG,386.05,KNOWN,FALSE,TRUE,FALSE,,
1126,Dendritic Cell,SEMA3C,3.05,KNOWN,TRUE,FALSE,FALSE,,
1127,Dendritic Cell,SEMA4D,4.95,KNOWN,TRUE,FALSE,FALSE,,
1128,Dendritic Cell,SEPT9,25.8,NEW,TRUE,FALSE,FALSE,,
1129,Dendritic Cell,SERPINB1,87.5,NEW,TRUE,FALSE,FALSE,,
1130,Dendritic Cell,SERTAD1,22.05,KNOWN,TRUE,FALSE,FALSE,,
1131,Dendritic Cell,SERTAD2,2.95,NEW,TRUE,FALSE,FALSE,,
1132,Dendritic Cell,SESN1,3.7,NEW,TRUE,FALSE,FALSE,,
1133,Dendritic Cell,SESN2,1.5,NEW,TRUE,FALSE,FALSE,,
1134,Dendritic Cell,SFSWAP,4.7,NEW,TRUE,FALSE,FALSE,,
1135,Dendritic Cell,SGK1,6.6,KNOWN,TRUE,TRUE,TRUE,,
1136,Dendritic Cell,SGK3,13.35,KNOWN,FALSE,TRUE,FALSE,,
1137,Dendritic Cell,SGMS1,3.6,NEW,TRUE,FALSE,FALSE,,
1138,Dendritic Cell,SH2B1,1.5,KNOWN,FALSE,TRUE,FALSE,,
1139,Dendritic Cell,SH2B3,4.45,KNOWN,TRUE,FALSE,FALSE,,
1140,Dendritic Cell,SH3BP4,2.3,NEW,TRUE,TRUE,TRUE,,
1141,Dendritic Cell,SH3BP5,6.5,KNOWN,TRUE,TRUE,TRUE,,
1142,Dendritic Cell,SH3RF1,1.15,KNOWN,TRUE,TRUE,TRUE,,
1143,Dendritic Cell,SH3TC1,11.35,NEW,TRUE,FALSE,FALSE,,
1144,Dendritic Cell,SHC1,24.65,KNOWN,TRUE,TRUE,TRUE,,
1145,Dendritic Cell,SIAH1,11.1,KNOWN,TRUE,TRUE,TRUE,,
1146,Dendritic Cell,SIGLEC10,19.45,NEW,TRUE,FALSE,FALSE,,
1147,Dendritic Cell,SIL1,38.9,NEW,TRUE,FALSE,FALSE,,
1148,Dendritic Cell,SIRPA,6.5,NEW,FALSE,TRUE,FALSE,,
1149,Dendritic Cell,SIRT1,1.1,KNOWN,TRUE,TRUE,TRUE,,
1150,Dendritic Cell,SIRT2,39.15,KNOWN,FALSE,TRUE,FALSE,,
1151,Dendritic Cell,SIRT6,11.4,KNOWN,FALSE,TRUE,FALSE,,
1152,Dendritic Cell,SIVA1,261.1,KNOWN,FALSE,TRUE,FALSE,,
1153,Dendritic Cell,SKP2,9.5,KNOWN,FALSE,TRUE,FALSE,,
1154,Dendritic Cell,SLA,37.55,NEW,TRUE,FALSE,FALSE,,
1155,Dendritic Cell,SLC25A37,1.6,NEW,TRUE,FALSE,FALSE,,
1156,Dendritic Cell,SLC2A1,9.1,KNOWN,TRUE,TRUE,TRUE,,
1157,Dendritic Cell,SLC37A1,12.3,NEW,TRUE,FALSE,FALSE,,
1158,Dendritic Cell,SLC6A6,2.65,NEW,TRUE,FALSE,FALSE,,
1159,Dendritic Cell,SLC8A1,2.05,NEW,TRUE,FALSE,FALSE,,
1160,Dendritic Cell,SLC9A3R1,81.6,KNOWN,FALSE,TRUE,FALSE,,
1161,Dendritic Cell,SLX4IP,1.45,NEW,TRUE,FALSE,FALSE,,
1162,Dendritic Cell,SMAD1,2.95,KNOWN,TRUE,FALSE,FALSE,,
1163,Dendritic Cell,SMAD2,25.05,KNOWN,FALSE,TRUE,FALSE,,
1164,Dendritic Cell,SMAD3,1.15,KNOWN,TRUE,TRUE,TRUE,,
1165,Dendritic Cell,SMARCA4,6.4,KNOWN,TRUE,TRUE,TRUE,,
1166,Dendritic Cell,SMC1A,13,KNOWN,TRUE,FALSE,FALSE,,
1167,Dendritic Cell,SMC3,10,KNOWN,TRUE,FALSE,FALSE,,
1168,Dendritic Cell,SMCO4,155.9,NEW,TRUE,FALSE,FALSE,,
1169,Dendritic Cell,SMG1,3.75,KNOWN,TRUE,FALSE,FALSE,,
1170,Dendritic Cell,SMPD3,64.8,NEW,TRUE,FALSE,FALSE,,
1171,Dendritic Cell,SMURF2,1.05,KNOWN,FALSE,TRUE,FALSE,,
1172,Dendritic Cell,SMYD3,5.9,NEW,TRUE,FALSE,FALSE,,
1173,Dendritic Cell,SNAP47,21.2,NEW,TRUE,FALSE,FALSE,,
1174,Dendritic Cell,SNCA,77.75,KNOWN,FALSE,TRUE,FALSE,,
1175,Dendritic Cell,SND1,82.05,KNOWN,TRUE,FALSE,FALSE,,
1176,Dendritic Cell,SNRK,2.3,NEW,FALSE,TRUE,FALSE,,
1177,Dendritic Cell,SNRNP27,23.8,NEW,TRUE,FALSE,FALSE,,
1178,Dendritic Cell,SNTA1,4.45,NEW,FALSE,TRUE,FALSE,,
1179,Dendritic Cell,SNX8,12.05,NEW,TRUE,FALSE,FALSE,,
1180,Dendritic Cell,SOCS4,1.2,NEW,TRUE,FALSE,FALSE,,
1181,Dendritic Cell,SOCS6,1.85,KNOWN,TRUE,TRUE,TRUE,,
1182,Dendritic Cell,SOD2,25.475,NEW,TRUE,FALSE,FALSE,,
1183,Dendritic Cell,SORBS3,4.85,NEW,FALSE,TRUE,FALSE,,
1184,Dendritic Cell,SP1,1.55,KNOWN,TRUE,TRUE,TRUE,,
1185,Dendritic Cell,SP140L,4.9,NEW,TRUE,FALSE,FALSE,,
1186,Dendritic Cell,SP2,4.15,NEW,TRUE,FALSE,FALSE,,
1187,Dendritic Cell,SP3,11,KNOWN,TRUE,TRUE,TRUE,,
1188,Dendritic Cell,SPATS2L,13.5,NEW,TRUE,FALSE,FALSE,,
1189,Dendritic Cell,SPECC1L,2.7,NEW,TRUE,FALSE,FALSE,,
1190,Dendritic Cell,SPI1,7.45,KNOWN,TRUE,TRUE,TRUE,,
1191,Dendritic Cell,SPIB,271.5,NEW,TRUE,FALSE,FALSE,,
1192,Dendritic Cell,SPIDR,4.1,NEW,TRUE,FALSE,FALSE,,
1193,Dendritic Cell,SPTBN1,1.4,KNOWN,TRUE,FALSE,FALSE,,
1194,Dendritic Cell,SQOR,65.9,NEW,TRUE,FALSE,FALSE,,
1195,Dendritic Cell,SQSTM1,148.95,KNOWN,TRUE,TRUE,TRUE,,
1196,Dendritic Cell,SRGN,448.85,NEW,TRUE,FALSE,FALSE,,
1197,Dendritic Cell,SRPK1,4.05,NEW,FALSE,TRUE,FALSE,,
1198,Dendritic Cell,SSBP2,10.65,NEW,TRUE,FALSE,FALSE,,
1199,Dendritic Cell,ST3GAL1,8.85,NEW,TRUE,FALSE,FALSE,,
1200,Dendritic Cell,ST3GAL2,7.45,NEW,TRUE,FALSE,FALSE,,
1201,Dendritic Cell,ST6GAL1,12.4,NEW,TRUE,FALSE,FALSE,,
1202,Dendritic Cell,ST7,5.1,NEW,TRUE,FALSE,FALSE,,
1203,Dendritic Cell,STAG1,3.35,NEW,TRUE,FALSE,FALSE,,
1204,Dendritic Cell,STAM,7.1,NEW,FALSE,TRUE,FALSE,,
1205,Dendritic Cell,STAM2,2.55,NEW,FALSE,TRUE,FALSE,,
1206,Dendritic Cell,STAT4,3.35,KNOWN,TRUE,FALSE,FALSE,,
1207,Dendritic Cell,STAT5A,11.2,KNOWN,TRUE,TRUE,TRUE,,
1208,Dendritic Cell,STAT6,11,KNOWN,TRUE,TRUE,TRUE,,
1209,Dendritic Cell,STEAP3,1.8,KNOWN,TRUE,FALSE,FALSE,,
1210,Dendritic Cell,STK10,12.95,NEW,TRUE,TRUE,TRUE,,
1211,Dendritic Cell,STK11,1.1,KNOWN,TRUE,TRUE,TRUE,,
1212,Dendritic Cell,STK17A,1.1,NEW,TRUE,FALSE,FALSE,,
1213,Dendritic Cell,STK24,8.1,KNOWN,FALSE,TRUE,FALSE,,
1214,Dendritic Cell,STK3,4.85,KNOWN,FALSE,TRUE,FALSE,,
1215,Dendritic Cell,STK38,19.5,KNOWN,FALSE,TRUE,FALSE,,
1216,Dendritic Cell,STK40,3.05,NEW,TRUE,FALSE,FALSE,,
1217,Dendritic Cell,STOML2,105.2,NEW,FALSE,TRUE,FALSE,,
1218,Dendritic Cell,STRADB,10.6,KNOWN,FALSE,TRUE,FALSE,,
1219,Dendritic Cell,SUB1,296.6,NEW,TRUE,FALSE,FALSE,,
1220,Dendritic Cell,SUGT1,33.3,KNOWN,FALSE,TRUE,FALSE,,
1221,Dendritic Cell,SULF2,21.95,NEW,TRUE,FALSE,FALSE,,
1222,Dendritic Cell,SUMO1,183.7,NEW,FALSE,TRUE,FALSE,,
1223,Dendritic Cell,SUSD1,20.7,NEW,TRUE,FALSE,FALSE,,
1224,Dendritic Cell,SYK,66.05,KNOWN,TRUE,TRUE,TRUE,,
1225,Dendritic Cell,SYNE1,1.5,NEW,TRUE,FALSE,FALSE,,
1226,Dendritic Cell,SYNE2,1.3,NEW,TRUE,FALSE,FALSE,,
1227,Dendritic Cell,TAB1,3.2,KNOWN,FALSE,TRUE,FALSE,,
1228,Dendritic Cell,TAB2,2,KNOWN,TRUE,TRUE,TRUE,,
1229,Dendritic Cell,TACC1,20.2,NEW,TRUE,FALSE,FALSE,,
1230,Dendritic Cell,TAF1,1.2,KNOWN,TRUE,TRUE,TRUE,,
1231,Dendritic Cell,TAF1B,9.65,NEW,TRUE,FALSE,FALSE,,
1232,Dendritic Cell,TAGLN,2.15,NEW,TRUE,FALSE,FALSE,,
1233,Dendritic Cell,TAOK3,46.1,KNOWN,TRUE,TRUE,TRUE,,
1234,Dendritic Cell,TAX1BP1,51.5,KNOWN,FALSE,TRUE,FALSE,,
1235,Dendritic Cell,TBC1D1,6.2,NEW,TRUE,FALSE,FALSE,,
1236,Dendritic Cell,TBC1D14,10.1,NEW,TRUE,FALSE,FALSE,,
1237,Dendritic Cell,TBC1D31,2.1,NEW,TRUE,FALSE,FALSE,,
1238,Dendritic Cell,TBC1D4,4.9,NEW,FALSE,TRUE,FALSE,,
1239,Dendritic Cell,TBC1D5,6.7,NEW,TRUE,FALSE,FALSE,,
1240,Dendritic Cell,TBCA,188.1,NEW,TRUE,FALSE,FALSE,,
1241,Dendritic Cell,TBL1XR1,7.35,KNOWN,TRUE,FALSE,FALSE,,
1242,Dendritic Cell,TBP,32.7,KNOWN,TRUE,TRUE,TRUE,,
1243,Dendritic Cell,TBXAS1,67.5,NEW,TRUE,FALSE,FALSE,,
1244,Dendritic Cell,TCEAL1,21.1,NEW,TRUE,FALSE,FALSE,,
1245,Dendritic Cell,TCF12,12.35,KNOWN,TRUE,FALSE,FALSE,,
1246,Dendritic Cell,TCF4,260.95,KNOWN,TRUE,FALSE,FALSE,,
1247,Dendritic Cell,TCF7L2,1.9,KNOWN,TRUE,FALSE,FALSE,,
1248,Dendritic Cell,TDP1,13.25,KNOWN,TRUE,FALSE,FALSE,,
1249,Dendritic Cell,TERF1,11.1,KNOWN,TRUE,TRUE,TRUE,,
1250,Dendritic Cell,TERF2,3.9,KNOWN,FALSE,TRUE,FALSE,,
1251,Dendritic Cell,TFDP1,3.95,KNOWN,FALSE,TRUE,FALSE,,
1252,Dendritic Cell,TFEB,11.15,NEW,TRUE,FALSE,FALSE,,
1253,Dendritic Cell,TGFBI,222.2,KNOWN,TRUE,FALSE,FALSE,,
1254,Dendritic Cell,TGIF1,16.05,NEW,TRUE,FALSE,FALSE,,
1255,Dendritic Cell,THADA,3.35,NEW,TRUE,FALSE,FALSE,,
1256,Dendritic Cell,THAP12,1.4,NEW,FALSE,TRUE,FALSE,,
1257,Dendritic Cell,TIAM1,4.4,KNOWN,TRUE,TRUE,TRUE,,
1258,Dendritic Cell,TICAM2,5.35,NEW,FALSE,TRUE,FALSE,,
1259,Dendritic Cell,TIMP1,220.7,KNOWN,TRUE,FALSE,FALSE,,
1260,Dendritic Cell,TKT,105.1,NEW,FALSE,TRUE,FALSE,,
1261,Dendritic Cell,TLE4,1.8,NEW,TRUE,FALSE,FALSE,,
1262,Dendritic Cell,TLK1,3.5,KNOWN,TRUE,FALSE,FALSE,,
1263,Dendritic Cell,TLN1,4.3,KNOWN,FALSE,TRUE,FALSE,,
1264,Dendritic Cell,TLR1,8.15,KNOWN,FALSE,TRUE,FALSE,,
1265,Dendritic Cell,TLR10,6.5,NEW,FALSE,TRUE,FALSE,,
1266,Dendritic Cell,TLR2,46.95,KNOWN,TRUE,TRUE,TRUE,,
1267,Dendritic Cell,TLR4,10.15,KNOWN,TRUE,TRUE,TRUE,,
1268,Dendritic Cell,TLR5,10.45,KNOWN,FALSE,TRUE,FALSE,,
1269,Dendritic Cell,TLR6,1.3,KNOWN,FALSE,TRUE,FALSE,,
1270,Dendritic Cell,TLR7,11.9,KNOWN,FALSE,TRUE,FALSE,,
1271,Dendritic Cell,TLR8,3.65,KNOWN,FALSE,TRUE,FALSE,,
1272,Dendritic Cell,TLR9,37.45,KNOWN,FALSE,TRUE,FALSE,,
1273,Dendritic Cell,TMEM30A,40.55,NEW,TRUE,FALSE,FALSE,,
1274,Dendritic Cell,TMX3,4.85,NEW,TRUE,FALSE,FALSE,,
1275,Dendritic Cell,TNFAIP8,87.35,NEW,TRUE,FALSE,FALSE,,
1276,Dendritic Cell,TNFAIP8L1,1.6,NEW,TRUE,FALSE,FALSE,,
1277,Dendritic Cell,TNFRSF10A,2.75,KNOWN,TRUE,TRUE,TRUE,,
1278,Dendritic Cell,TNFRSF10B,6.8,KNOWN,TRUE,TRUE,TRUE,,
1279,Dendritic Cell,TNFRSF10C,1.95,KNOWN,TRUE,FALSE,FALSE,,
1280,Dendritic Cell,TNFRSF10D,1.25,KNOWN,TRUE,FALSE,FALSE,,
1281,Dendritic Cell,TNFRSF11B,1.4,NEW,FALSE,TRUE,FALSE,,
1282,Dendritic Cell,TNFRSF1B,39.35,KNOWN,FALSE,TRUE,FALSE,,
1283,Dendritic Cell,TNFRSF21,33.55,KNOWN,FALSE,TRUE,FALSE,,
1284,Dendritic Cell,TNFRSF8,4.85,KNOWN,TRUE,FALSE,FALSE,,
1285,Dendritic Cell,TNFSF10,22.2,KNOWN,TRUE,TRUE,TRUE,,
1286,Dendritic Cell,TNFSF13B,125.15,KNOWN,TRUE,TRUE,TRUE,,
1287,Dendritic Cell,TNFSF8,9.2,NEW,TRUE,FALSE,FALSE,,
1288,Dendritic Cell,TNIP1,9.95,KNOWN,TRUE,TRUE,TRUE,,
1289,Dendritic Cell,TNIP2,5.55,KNOWN,FALSE,TRUE,FALSE,,
1290,Dendritic Cell,TNRC6B,56.1,NEW,TRUE,FALSE,FALSE,,
1291,Dendritic Cell,TNS3,2.9,NEW,TRUE,FALSE,FALSE,,
