Table S1: IEI Candidate Genes without Filter,X1,pLI,AssociatedGene,pNull,pRec,InItan,Pathway1,Pathway2,BothPathways,,
915,1452,0.0031764,NME1,0.16136,0.83547,KNOWN,TRUE,FALSE,FALSE,,
916,2236,0.0031923,TMEM30A,0.0098432,0.98696,NEW,TRUE,FALSE,FALSE,,
917,2301,0.0032632,TRIP6,0.0019673,0.99477,KNOWN,FALSE,TRUE,FALSE,,
918,644,0.003297,EMC2,0.0019383,0.99476,NEW,TRUE,FALSE,FALSE,,
919,582,0.0033227,DUSP5,0.04232,0.95436,NEW,TRUE,TRUE,TRUE,,
920,1515,0.0033233,OPRD1,0.15428,0.84239,NEW,TRUE,FALSE,FALSE,,
921,1384,0.0033849,MYEOV,0.59694,0.39967,NEW,TRUE,FALSE,FALSE,,
922,668,0.0034774,EPS15,1.24E-07,0.99652,KNOWN,FALSE,TRUE,FALSE,,
923,2284,0.0035639,TRAF1,0.0084255,0.98801,KNOWN,TRUE,TRUE,TRUE,,
924,995,0.0035755,HTRA2,0.0083867,0.98804,KNOWN,FALSE,TRUE,FALSE,,
925,1971,0.0036486,SERPINB5,0.037432,0.95892,NEW,TRUE,FALSE,FALSE,,
926,2456,0.0036775,ZNF184,6.81E-05,0.99625,NEW,TRUE,FALSE,FALSE,,
927,2478,0.0036778,ZNF337,0.34815,0.64817,NEW,TRUE,FALSE,FALSE,,
928,442,0.0036969,CRP,0.5802,0.4161,KNOWN,TRUE,TRUE,TRUE,,
929,933,0.0037893,HIST1H2BB,0.57544,0.42078,KNOWN,TRUE,FALSE,FALSE,,
930,417,0.0039121,COBL,5.16E-07,0.99609,NEW,TRUE,FALSE,FALSE,,
931,174,0.0039762,BBC3,0.33116,0.66487,NEW,TRUE,TRUE,TRUE,,
932,2279,0.003978,TPCN1,2.06E-08,0.99602,NEW,TRUE,FALSE,FALSE,,
933,1502,0.0039959,NUMB,0.00029829,0.99571,KNOWN,FALSE,TRUE,FALSE,,
934,126,0.0040454,ARHGEF3,1.20E-05,0.99594,KNOWN,TRUE,FALSE,FALSE,,
935,2295,0.0041202,TRIM25,0.00028538,0.99559,NEW,TRUE,TRUE,TRUE,,
936,1957,0.0041475,SDC4,0.12255,0.87331,KNOWN,TRUE,TRUE,TRUE,,
937,914,0.0042407,HBP1,0.00027374,0.99549,NEW,TRUE,FALSE,FALSE,,
938,1079,0.0043213,ITGAL,7.49E-10,0.99568,KNOWN,FALSE,TRUE,FALSE,,
939,2238,0.0044014,TMX3,0.00025941,0.99534,NEW,TRUE,FALSE,FALSE,,
940,160,0.0044521,AURKB,0.0061422,0.98941,KNOWN,TRUE,TRUE,TRUE,,
941,1563,0.0045645,PDE7A,0.00024611,0.99519,NEW,TRUE,FALSE,FALSE,,
942,940,0.0045893,HK2,2.02E-06,0.99541,NEW,TRUE,FALSE,FALSE,,
943,167,0.0046237,BAD,0.29875,0.69663,KNOWN,FALSE,TRUE,FALSE,,
944,1918,0.004663,RRAS,0.10775,0.88759,NEW,FALSE,TRUE,FALSE,,
945,1046,0.0047372,IL4,0.29362,0.70164,KNOWN,TRUE,TRUE,TRUE,,
946,1237,0.004765,MAP2K5,9.47E-06,0.99523,NEW,FALSE,TRUE,FALSE,,
947,1863,0.0048149,RGCC,0.29019,0.70499,NEW,FALSE,TRUE,FALSE,,
948,2502,0.0049175,ZNF589,0.28576,0.70932,NEW,TRUE,FALSE,FALSE,,
949,1324,0.0049697,MICA,0.024719,0.97031,NEW,TRUE,FALSE,FALSE,,
950,1791,0.0049827,PTTG1IP,0.099977,0.89504,NEW,TRUE,FALSE,FALSE,,
951,326,0.0052136,CD83,0.094918,0.89987,NEW,TRUE,FALSE,FALSE,,
952,1721,0.0052573,PRKAB1,0.02289,0.97185,KNOWN,TRUE,TRUE,TRUE,,
953,2490,0.0053294,ZNF419,0.26907,0.7256,NEW,TRUE,FALSE,FALSE,,
954,1637,0.0053378,PLAUR,0.022418,0.97224,KNOWN,TRUE,TRUE,TRUE,,
955,989,0.0053464,HSPA1B,0.26841,0.72624,KNOWN,FALSE,TRUE,FALSE,,
956,2480,0.0053489,ZNF343,0.26832,0.72634,NEW,TRUE,FALSE,FALSE,,
957,2176,0.0053732,TCF7,0.0046949,0.98993,NEW,TRUE,FALSE,FALSE,,
958,2341,0.0054862,UBR1,6.10E-17,0.99451,NEW,TRUE,FALSE,FALSE,,
959,234,0.0054966,CABLES1,0.0009278,0.99358,NEW,TRUE,TRUE,TRUE,,
960,739,0.0056199,FDPS,0.0008985,0.99348,NEW,TRUE,FALSE,FALSE,,
961,2063,0.0056417,SNTA1,0.004378,0.98998,NEW,FALSE,TRUE,FALSE,,
962,1048,0.0056529,IL5,0.25705,0.7373,KNOWN,TRUE,FALSE,FALSE,,
963,755,0.0057055,FHIT,0.25518,0.73911,NEW,TRUE,FALSE,FALSE,,
964,853,0.0059721,GNA15,0.0040346,0.98999,KNOWN,FALSE,TRUE,FALSE,,
965,672,0.0059892,ERBB2,9.45E-11,0.99401,NEW,FALSE,TRUE,FALSE,,
966,1276,0.0060258,MAPT,0.00016462,0.99381,NEW,FALSE,TRUE,FALSE,,
967,1938,0.0061838,S100A4,0.47483,0.51899,NEW,TRUE,TRUE,TRUE,,
968,911,0.0062064,HABP4,0.0038175,0.98998,NEW,TRUE,FALSE,FALSE,,
969,993,0.0062906,HTR5A,0.07603,0.91768,NEW,TRUE,FALSE,FALSE,,
970,1161,0.0064543,KTN1,5.82E-15,0.99355,NEW,FALSE,TRUE,FALSE,,
971,1541,0.0064719,PARD6A,0.073454,0.92007,KNOWN,FALSE,TRUE,FALSE,,
972,504,0.0065541,DAPK3,0.0035297,0.98992,NEW,TRUE,TRUE,TRUE,,
973,210,0.006673,BMX,0.00014197,0.99319,KNOWN,TRUE,TRUE,TRUE,,
974,2446,0.0067173,ZNF114,0.45689,0.53639,NEW,TRUE,FALSE,FALSE,,
975,1545,0.0067415,PARP14,7.96E-11,0.99326,NEW,TRUE,FALSE,FALSE,,
976,2219,0.006748,TKT,0.00013968,0.99311,NEW,FALSE,TRUE,FALSE,,
977,2488,0.0067514,ZNF417,0.45579,0.53746,NEW,TRUE,FALSE,FALSE,,
978,554,0.0068117,DOCK1,1.82E-18,0.99319,KNOWN,FALSE,TRUE,FALSE,,
979,2522,0.0069622,ZNF79,0.0032355,0.9898,NEW,TRUE,FALSE,FALSE,,
980,1948,0.0070655,SBNO2,1.82E-09,0.99293,NEW,TRUE,FALSE,FALSE,,
981,1198,0.0071908,LPP,0.00012737,0.99268,NEW,TRUE,FALSE,FALSE,,
982,1514,0.007199,OLR1,0.014801,0.978,KNOWN,FALSE,TRUE,FALSE,,
983,2320,0.0074331,TUBA1C,0.014151,0.97842,NEW,TRUE,FALSE,FALSE,,
984,2496,0.0075723,ZNF519,0.43061,0.56181,NEW,TRUE,FALSE,FALSE,,
985,1310,0.0076107,MED4,0.013689,0.9787,KNOWN,TRUE,FALSE,FALSE,,
986,400,0.0078152,CKM,0.013188,0.979,NEW,TRUE,FALSE,FALSE,,
987,473,0.0080454,CTSL,0.012659,0.9793,NEW,TRUE,FALSE,FALSE,,
988,651,0.0080716,ENTPD1,0.00053154,0.9914,NEW,TRUE,FALSE,FALSE,,
989,1078,0.0081584,ITGA9,7.28E-09,0.99184,NEW,FALSE,TRUE,FALSE,,
990,912,0.0081797,HAMP,0.41355,0.57828,NEW,TRUE,FALSE,FALSE,,
991,261,0.008274,CAV1,0.18514,0.80659,KNOWN,TRUE,TRUE,TRUE,,
992,277,0.0084014,CCL22,0.40761,0.58399,KNOWN,TRUE,FALSE,FALSE,,
993,816,0.0084175,GALNT2,4.15E-06,0.99158,KNOWN,TRUE,FALSE,FALSE,,
994,1936,0.0084662,S100A11,0.40591,0.58563,KNOWN,TRUE,FALSE,FALSE,,
995,702,0.0084678,F2R,0.052481,0.93905,KNOWN,FALSE,TRUE,FALSE,,
996,1589,0.0084969,PGPEP1,0.05225,0.93925,NEW,TRUE,FALSE,FALSE,,
997,2250,0.0086475,TNFRSF25,0.00048084,0.99087,KNOWN,FALSE,TRUE,FALSE,,
998,1277,0.0086782,MARCH1,0.011373,0.97995,NEW,TRUE,FALSE,FALSE,,
999,1950,0.0087953,SCAPER,2.21E-12,0.9912,NEW,TRUE,FALSE,FALSE,,
1000,951,0.0089259,HLA-DQB1,0.049035,0.94204,NEW,TRUE,FALSE,FALSE,,
1001,1024,0.0090053,IKBKE,7.61E-07,0.99099,KNOWN,TRUE,TRUE,TRUE,,
1002,1066,0.0090365,IRF5,0.000451,0.99051,NEW,TRUE,TRUE,TRUE,,
1003,1682,0.0090829,PPM1B,0.0022028,0.98871,KNOWN,TRUE,TRUE,TRUE,,
1004,1831,0.0091132,RASGRP3,1.83E-05,0.99087,KNOWN,FALSE,TRUE,FALSE,,
1005,2445,0.0092003,ZNF112,1.80E-05,0.99078,NEW,TRUE,FALSE,FALSE,,
1006,281,0.0092809,CCM2,0.0021349,0.98858,KNOWN,TRUE,FALSE,FALSE,,
1007,578,0.0093421,DUSP22,0.046215,0.94444,KNOWN,TRUE,TRUE,TRUE,,
1008,1911,0.0094073,RPS6KA2,1.44E-07,0.99059,NEW,TRUE,TRUE,TRUE,,
1009,2050,0.0094673,SMOC1,0.00042141,0.99011,NEW,TRUE,FALSE,FALSE,,
1010,615,0.0094753,EGLN3,0.045369,0.94516,NEW,TRUE,FALSE,FALSE,,
1011,1750,0.0094778,PSD3,1.43E-07,0.99052,NEW,TRUE,FALSE,FALSE,,
1012,1581,0.0094922,PELI3,0.0020663,0.98844,NEW,FALSE,TRUE,FALSE,,
1013,1052,0.0096662,ING1,0.0097573,0.98058,KNOWN,TRUE,FALSE,FALSE,,
1014,966,0.0096817,HMOX1,0.044106,0.94621,KNOWN,TRUE,TRUE,TRUE,,
1015,291,0.0096861,CCNG2,0.0097287,0.98059,NEW,TRUE,FALSE,FALSE,,
1016,548,0.0098017,DNAJA3,0.00040062,0.9898,KNOWN,FALSE,TRUE,FALSE,,
1017,577,0.010044,DUSP19,0.15325,0.8367,NEW,FALSE,TRUE,FALSE,,
1018,667,0.0101,EPOR,0.0018881,0.98801,KNOWN,FALSE,TRUE,FALSE,,
1019,573,0.010151,DUSP1,0.04144,0.94841,KNOWN,TRUE,TRUE,TRUE,,
1020,271,0.010211,CCL11,0.36423,0.62556,NEW,TRUE,FALSE,FALSE,,
1021,2204,0.010454,TGIF1,0.039857,0.94969,NEW,TRUE,FALSE,FALSE,,
1022,1987,0.010463,SH3BP1,7.38E-05,0.98946,NEW,FALSE,TRUE,FALSE,,
1023,1520,0.010518,OSBPL8,5.02E-09,0.98948,NEW,TRUE,FALSE,FALSE,,
1024,2139,0.010585,SULF2,1.22E-07,0.98941,NEW,TRUE,FALSE,FALSE,,
1025,634,0.01065,ELF1,0.00035491,0.989,NEW,TRUE,FALSE,FALSE,,
1026,1007,0.010698,IFI27,0.35388,0.63543,NEW,TRUE,FALSE,FALSE,,
1027,1990,0.010761,SH3RF1,1.43E-05,0.98923,KNOWN,TRUE,TRUE,TRUE,,
1028,408,0.010767,CMKLR1,0.14269,0.84654,NEW,TRUE,FALSE,FALSE,,
1029,1242,0.010875,MAP3K11,2.85E-06,0.98912,KNOWN,FALSE,TRUE,FALSE,,
1030,324,0.010898,CD80,0.037712,0.95139,KNOWN,TRUE,TRUE,TRUE,,
1031,2448,0.010911,ZNF124,0.3495,0.63959,NEW,TRUE,FALSE,FALSE,,
1032,1666,0.011024,PNPLA8,1.38E-05,0.98896,NEW,TRUE,FALSE,FALSE,,
1033,1051,0.011165,IMMP2L,0.13737,0.85147,NEW,TRUE,FALSE,FALSE,,
1034,666,0.01125,EPO,0.036141,0.95261,KNOWN,TRUE,TRUE,TRUE,,
1035,2125,0.011293,STK24,0.00032577,0.98838,KNOWN,FALSE,TRUE,FALSE,,
1036,1414,0.011324,NDRG1,0.00032444,0.98835,KNOWN,TRUE,TRUE,TRUE,,
1037,1655,0.011923,PLSCR1,0.0072236,0.98085,KNOWN,TRUE,FALSE,FALSE,,
1038,228,0.011942,BTRC,5.04E-07,0.98806,KNOWN,FALSE,TRUE,FALSE,,
1039,685,0.012152,ERRFI1,0.032576,0.95527,NEW,FALSE,TRUE,FALSE,,
1040,2002,0.012265,SIL1,0.0014227,0.98631,NEW,TRUE,FALSE,FALSE,,
1041,2302,0.012904,TRPC1,2.22E-06,0.98709,KNOWN,FALSE,TRUE,FALSE,,
1042,163,0.012951,AXL,9.05E-08,0.98705,KNOWN,TRUE,TRUE,TRUE,,
1043,455,0.013174,CSNK1A1L,0.11481,0.87202,NEW,FALSE,TRUE,FALSE,,
1044,665,0.013497,EPHB4,1.72E-08,0.9865,NEW,TRUE,FALSE,FALSE,,
1045,1009,0.013731,IFI6,0.29917,0.68709,NEW,TRUE,FALSE,FALSE,,
1046,2435,0.013918,ZFP1,0.0057773,0.98031,NEW,TRUE,FALSE,FALSE,,
1047,904,0.014155,GSTP1,0.026442,0.9594,KNOWN,TRUE,FALSE,FALSE,,
1048,1026,0.014426,IL13,0.28858,0.697,KNOWN,FALSE,TRUE,FALSE,,
1049,1942,0.01493,SAA1,0.28127,0.7038,KNOWN,TRUE,FALSE,FALSE,,
1050,2170,0.015031,TBP,0.0010561,0.98391,KNOWN,TRUE,TRUE,TRUE,,
1051,32,0.015215,ADORA1,0.097409,0.88738,NEW,TRUE,FALSE,FALSE,,
1052,1486,0.015254,NRCAM,2.41E-11,0.98475,NEW,TRUE,FALSE,FALSE,,
1053,2259,0.01544,TNIP3,0.00020585,0.98435,NEW,TRUE,FALSE,FALSE,,
1054,870,0.015547,GPC1,0.001005,0.98345,NEW,TRUE,FALSE,FALSE,,
1055,1187,0.01561,LIMK2,4.10E-05,0.98435,NEW,TRUE,TRUE,TRUE,,
1056,146,0.015659,ATF4,0.094186,0.89015,KNOWN,FALSE,TRUE,FALSE,,
1057,2196,0.01591,TFF3,0.26788,0.71621,KNOWN,TRUE,FALSE,FALSE,,
1058,364,0.016021,CDKAL1,3.95E-05,0.98394,NEW,TRUE,FALSE,FALSE,,
1059,1614,0.016273,PIK3R2,7.80E-06,0.98372,NEW,FALSE,TRUE,FALSE,,
1060,1850,0.016675,RCAN1,0.087415,0.89591,KNOWN,FALSE,TRUE,FALSE,,
1061,309,0.016734,CD247,0.020948,0.96232,KNOWN,FALSE,TRUE,FALSE,,
1062,2334,0.016904,UBB,0.25533,0.72776,KNOWN,FALSE,TRUE,FALSE,,
1063,877,0.016959,GPR132,0.25467,0.72837,NEW,TRUE,FALSE,FALSE,,
1064,2523,0.016971,ZNF8,0.0043283,0.9787,NEW,TRUE,FALSE,FALSE,,
1065,709,0.016975,FAM129B,3.00E-07,0.98302,NEW,TRUE,FALSE,FALSE,,
1066,2470,0.017108,ZNF267,0.25287,0.73002,NEW,TRUE,FALSE,FALSE,,
1067,1311,0.017256,MEF2C,0.00086192,0.98188,KNOWN,TRUE,TRUE,TRUE,,
1068,624,0.017643,EIF2AK2,3.42E-05,0.98232,KNOWN,TRUE,TRUE,TRUE,,
1069,1530,0.017764,PAG1,0.0040485,0.97819,KNOWN,TRUE,TRUE,TRUE,,
1070,1574,0.017775,PDX1,0.08093,0.9013,KNOWN,TRUE,FALSE,FALSE,,
1071,150,0.017833,ATOH1,0.08061,0.90156,NEW,FALSE,TRUE,FALSE,,
1072,509,0.017939,DBNL,0.00016495,0.9819,KNOWN,TRUE,TRUE,TRUE,,
1073,746,0.0184,FGF2,0.077582,0.90402,KNOWN,TRUE,TRUE,TRUE,,
1074,1373,0.018774,MUC1,0.0037329,0.97749,NEW,TRUE,TRUE,TRUE,,
1075,703,0.018872,F3,0.017677,0.96345,KNOWN,TRUE,FALSE,FALSE,,
1076,222,0.019033,BTG2,0.2314,0.74957,NEW,TRUE,TRUE,TRUE,,
1077,310,0.01916,CD274,0.017301,0.96354,NEW,TRUE,TRUE,TRUE,,
1078,1713,0.019397,PRDM14,0.00072505,0.97988,NEW,TRUE,FALSE,FALSE,,
1079,1206,0.019511,LRRFIP1,0.0035273,0.97696,NEW,TRUE,FALSE,FALSE,,
1080,868,0.019543,GORASP1,0.003519,0.97694,NEW,FALSE,TRUE,FALSE,,
1081,916,0.01976,HCK,2.89E-05,0.98021,KNOWN,TRUE,TRUE,TRUE,,
1082,1321,0.020016,MGLL,0.016256,0.96373,NEW,TRUE,FALSE,FALSE,,
1083,2444,0.021156,ZNF107,0.4399,0.53895,NEW,TRUE,FALSE,FALSE,,
1084,1235,0.022009,MAP2K3,0.0029529,0.97504,NEW,FALSE,TRUE,FALSE,,
1085,444,0.02247,CRYAB,0.19959,0.77794,KNOWN,FALSE,TRUE,FALSE,,
1086,2237,0.022549,TMTC2,4.81E-06,0.97745,NEW,TRUE,FALSE,FALSE,,
1087,296,0.023412,CCR2,0.057196,0.91939,NEW,FALSE,TRUE,FALSE,,
1088,2351,0.023545,USF1,0.00054351,0.97591,KNOWN,TRUE,FALSE,FALSE,,
1089,1067,0.023645,IRS1,2.21E-05,0.97633,KNOWN,TRUE,TRUE,TRUE,,
1090,949,0.023947,HLA-DQA1,0.055535,0.92052,NEW,TRUE,FALSE,FALSE,,
1091,1615,0.024537,PIK3R4,2.91E-10,0.97546,KNOWN,FALSE,TRUE,FALSE,,
1092,1360,0.024651,MSC,0.18283,0.79252,NEW,TRUE,FALSE,FALSE,,
1093,1815,0.025531,RANGAP1,9.75E-05,0.97437,NEW,FALSE,TRUE,FALSE,,
1094,2009,0.025729,SIVA1,0.050525,0.92375,KNOWN,FALSE,TRUE,FALSE,,
1095,26,0.026282,ADAR,3.17E-08,0.97372,NEW,TRUE,FALSE,FALSE,,
1096,2200,0.027032,TGFB1I1,0.000442,0.97253,KNOWN,FALSE,TRUE,FALSE,,
1097,2472,0.027091,ZNF273,0.16653,0.80637,NEW,TRUE,FALSE,FALSE,,
1098,794,0.027916,FRMD6,1.73E-05,0.97207,NEW,TRUE,FALSE,FALSE,,
1099,1231,0.027922,MAP1LC3A,0.1615,0.81058,KNOWN,FALSE,TRUE,FALSE,,
1100,117,0.028562,ARHGAP33,5.66E-09,0.97144,NEW,FALSE,TRUE,FALSE,,
1101,558,0.029002,DOK1,0.0019573,0.96904,KNOWN,TRUE,TRUE,TRUE,,
1102,1676,0.029194,PPARG,0.001938,0.96887,KNOWN,TRUE,TRUE,TRUE,,
1103,322,0.029691,CD69,0.041668,0.92864,NEW,TRUE,FALSE,FALSE,,
1104,1675,0.030182,PPARA,0.0018435,0.96797,KNOWN,TRUE,TRUE,TRUE,,
1105,988,0.030228,HSPA1A,0.1487,0.82108,KNOWN,FALSE,TRUE,FALSE,,
1106,1013,0.030466,IFITM3,0.35655,0.61298,NEW,TRUE,FALSE,FALSE,,
1107,394,0.030508,CHN1,0.00036837,0.96912,NEW,FALSE,TRUE,FALSE,,
1108,1034,0.030717,IL18,0.14618,0.8231,KNOWN,TRUE,TRUE,TRUE,,
1109,1192,0.030752,LITAF,0.14601,0.82324,NEW,TRUE,FALSE,FALSE,,
1110,846,0.03103,GM2A,0.14461,0.82436,NEW,TRUE,FALSE,FALSE,,
1111,1112,0.031161,KCNK1,0.038996,0.92984,NEW,TRUE,FALSE,FALSE,,
1112,94,0.031714,APCS,0.34734,0.62095,KNOWN,TRUE,FALSE,FALSE,,
1113,2269,0.031987,TOX2,0.0016889,0.96632,NEW,TRUE,FALSE,FALSE,,
1114,1692,0.03206,PPP1R13L,1.40E-05,0.96793,KNOWN,FALSE,TRUE,FALSE,,
1115,2459,0.032326,ZNF205,0.00033747,0.96734,NEW,TRUE,FALSE,FALSE,,
1116,807,0.033122,G3BP1,6.59E-05,0.96681,KNOWN,FALSE,TRUE,FALSE,,
1117,1765,0.034451,PTMA,0.12898,0.83657,NEW,FALSE,TRUE,FALSE,,
1118,818,0.034477,GAS6,1.25E-05,0.96551,NEW,TRUE,FALSE,FALSE,,
1119,825,0.034814,GCG,0.033426,0.93176,KNOWN,FALSE,TRUE,FALSE,,
1120,1200,0.035031,LRIG1,1.01E-07,0.96497,NEW,TRUE,FALSE,FALSE,,
1121,1345,0.035037,MOB1B,0.033128,0.93184,NEW,TRUE,FALSE,FALSE,,
1122,2487,0.035083,ZNF41,0.0014684,0.96345,NEW,TRUE,FALSE,FALSE,,
1123,997,0.035295,ICAM1,0.001455,0.96325,KNOWN,TRUE,TRUE,TRUE,,
1124,53,0.035666,AKAP12,9.86E-08,0.96433,NEW,FALSE,TRUE,FALSE,,
1125,2077,0.035916,SORBS2,4.00E-09,0.96408,NEW,TRUE,TRUE,TRUE,,
1126,276,0.036239,CCL21,0.12182,0.84194,NEW,TRUE,FALSE,FALSE,,
1127,957,0.036773,HLA-E,0.001367,0.96186,KNOWN,TRUE,TRUE,TRUE,,
1128,1264,0.036884,MAPK3,0.0013608,0.96176,KNOWN,TRUE,TRUE,TRUE,,
1129,1110,0.037604,KCNIP3,0.0064448,0.95595,NEW,FALSE,TRUE,FALSE,,
1130,409,0.038169,CMTM7,0.11476,0.84707,NEW,TRUE,FALSE,FALSE,,
1131,856,0.038287,GNAI3,0.0012854,0.96043,NEW,FALSE,TRUE,FALSE,,
1132,1126,0.038537,KHDRBS2,0.0012727,0.96019,NEW,FALSE,TRUE,FALSE,,
1133,1421,0.038901,NEK6,0.0012545,0.95984,NEW,TRUE,TRUE,TRUE,,
1134,1746,0.0391,PRPF40A,3.51E-09,0.9609,NEW,TRUE,FALSE,FALSE,,
1135,2008,0.039119,SIRT6,0.006072,0.95481,KNOWN,FALSE,TRUE,FALSE,,
1136,307,0.03921,CD226,0.0060506,0.95474,KNOWN,FALSE,TRUE,FALSE,,
1137,2163,0.039267,TBC1D14,2.08E-06,0.96073,NEW,TRUE,FALSE,FALSE,,
1138,2447,0.039662,ZNF12,5.00E-05,0.96029,NEW,TRUE,FALSE,FALSE,,
1139,266,0.040132,CCDC12,0.027311,0.93256,NEW,TRUE,FALSE,FALSE,,
1140,2124,0.040434,STK17A,0.0011824,0.95838,NEW,TRUE,FALSE,FALSE,,
1141,2249,0.040615,TNFRSF21,0.0011743,0.95821,KNOWN,FALSE,TRUE,FALSE,,
1142,545,0.041133,DMAP1,0.00023358,0.95863,KNOWN,FALSE,TRUE,FALSE,,
1143,736,0.041493,FCGRT,0.005553,0.95295,KNOWN,TRUE,FALSE,FALSE,,
1144,714,0.041627,FAM183A,0.10359,0.85478,NEW,TRUE,FALSE,FALSE,,
1145,2094,0.042486,SPIRE1,1.84E-06,0.95751,NEW,TRUE,FALSE,FALSE,,
1146,1031,0.043049,IL17A,0.099474,0.85748,KNOWN,TRUE,TRUE,TRUE,,
1147,991,0.043128,HSPB8,0.099253,0.85762,NEW,FALSE,TRUE,FALSE,,
1148,1835,0.043347,RASSF5,0.0051954,0.95146,NEW,TRUE,TRUE,TRUE,,
1149,1973,0.043609,SERPINE1,0.0051476,0.95124,KNOWN,TRUE,TRUE,TRUE,,
1150,1941,0.04387,S100B,0.27403,0.6821,KNOWN,TRUE,FALSE,FALSE,,
1151,812,0.044075,GADD45A,0.096655,0.85927,KNOWN,TRUE,TRUE,TRUE,,
1152,1021,0.044127,IGF2,0.096518,0.85936,KNOWN,FALSE,TRUE,FALSE,,
1153,102,0.046544,APP,6.55E-08,0.95346,KNOWN,TRUE,TRUE,TRUE,,
1154,2371,0.046788,VCL,2.66E-09,0.95321,KNOWN,FALSE,TRUE,FALSE,,
1155,1025,0.04746,IL12A,0.021388,0.93115,KNOWN,TRUE,TRUE,TRUE,,
1156,628,0.047483,EIF3H,0.00092264,0.95159,NEW,TRUE,FALSE,FALSE,,
1157,1989,0.04833,SH3BP5,0.0008976,0.95077,KNOWN,TRUE,TRUE,TRUE,,
1158,2254,0.049378,TNFSF4,0.24829,0.70233,KNOWN,FALSE,TRUE,FALSE,,
1159,404,0.049547,CLIC2,0.083497,0.86696,NEW,TRUE,FALSE,FALSE,,
1160,1955,0.05103,SCN3B,0.019203,0.92977,NEW,TRUE,FALSE,FALSE,,
1161,1590,0.051042,PGR,6.84E-06,0.94895,KNOWN,FALSE,TRUE,FALSE,,
1162,885,0.053089,GRB14,3.18E-05,0.94688,KNOWN,FALSE,TRUE,FALSE,,
1163,200,0.055854,BIRC5,0.071441,0.8727,KNOWN,TRUE,TRUE,TRUE,,
1164,1181,0.056209,LHFPL2,0.070842,0.87295,NEW,TRUE,FALSE,FALSE,,
1165,2291,0.056508,TRIAP1,0.21995,0.72355,NEW,TRUE,FALSE,FALSE,,
1166,1805,0.0569,RAD17,1.17E-06,0.9431,KNOWN,TRUE,TRUE,TRUE,,
1167,452,0.057105,CSMD3,1.21E-31,0.9429,NEW,TRUE,FALSE,FALSE,,
1168,308,0.057288,CD244,0.0006875,0.94202,NEW,FALSE,TRUE,FALSE,,
1169,300,0.057623,CCR7,0.015987,0.92639,NEW,TRUE,FALSE,FALSE,,
1170,1496,0.057798,NTM,0.0033275,0.93887,NEW,TRUE,FALSE,FALSE,,
1171,1099,0.05962,JUN,0.065457,0.87492,KNOWN,TRUE,TRUE,TRUE,,
1172,2313,0.059759,TSPAN3,0.015122,0.92512,NEW,TRUE,FALSE,FALSE,,
1173,2264,0.059861,TNS1,3.03E-12,0.94014,NEW,TRUE,FALSE,FALSE,,
1174,605,0.060323,EDN2,0.064423,0.87525,NEW,TRUE,FALSE,FALSE,,
1175,636,0.06139,ELF4,0.0030255,0.93558,NEW,TRUE,FALSE,FALSE,,
1176,220,0.062276,BTC,0.061677,0.87605,KNOWN,FALSE,TRUE,FALSE,,
1177,2066,0.062391,SNX8,0.00060037,0.93701,NEW,TRUE,FALSE,FALSE,,
1178,1018,0.062532,IFNLR1,0.014103,0.92337,NEW,TRUE,FALSE,FALSE,,
1179,357,0.062909,CDK4,0.0029106,0.93418,KNOWN,TRUE,TRUE,TRUE,,
1180,199,0.065597,BIRC3,0.00011225,0.93429,KNOWN,TRUE,TRUE,TRUE,,
1181,1758,0.066085,PTGFR,0.012945,0.92097,NEW,TRUE,FALSE,FALSE,,
1182,1852,0.066203,RCHY1,0.0026833,0.93111,NEW,TRUE,FALSE,FALSE,,
1183,1952,0.066228,SCARB1,0.00011054,0.93366,KNOWN,TRUE,FALSE,FALSE,,
1184,757,0.066509,FHOD3,6.24E-11,0.93349,NEW,TRUE,FALSE,FALSE,,
1185,1748,0.066916,PRR5,0.0026378,0.93045,NEW,TRUE,TRUE,TRUE,,
1186,866,0.067566,GNRHR,0.012505,0.91993,NEW,FALSE,TRUE,FALSE,,
1187,1732,0.067986,PRKCI,8.78E-07,0.93201,KNOWN,FALSE,TRUE,FALSE,,
1188,233,0.068013,CAB39,0.00257,0.92942,NEW,TRUE,FALSE,FALSE,,
1189,2059,0.068062,SNCB,0.054501,0.87744,KNOWN,FALSE,TRUE,FALSE,,
1190,298,0.06863,CCR4,0.053865,0.87751,NEW,TRUE,FALSE,FALSE,,
1191,1696,0.06928,PPP1R2,0.012024,0.9187,NEW,TRUE,FALSE,FALSE,,
1192,896,0.069666,GRN,2.06E-05,0.93031,KNOWN,FALSE,TRUE,FALSE,,
1193,1271,0.069738,MAPK9,0.0001017,0.93016,KNOWN,TRUE,TRUE,TRUE,,
1194,1159,0.069796,KSR1,8.42E-07,0.9302,KNOWN,TRUE,TRUE,TRUE,,
1195,66,0.070729,ALOX5AP,0.051608,0.87766,NEW,TRUE,FALSE,FALSE,,
1196,1361,0.072006,MSGN1,0.17253,0.75547,NEW,TRUE,FALSE,FALSE,,
1197,2378,0.072826,VGLL4,0.04949,0.87768,NEW,TRUE,FALSE,FALSE,,
1198,913,0.07563,HBEGF,0.046855,0.87752,KNOWN,FALSE,TRUE,FALSE,,
1199,724,0.079124,FBP1,0.0097379,0.91114,KNOWN,TRUE,FALSE,FALSE,,
