Table S1: IEI Candidate Genes without Filter,,,,
,pLI,AssociatedGene,pNull,pRec
1684,0.9604,PPM1G,1.30E-07,0.039604
1685,0.79216,PPM1H,9.74E-06,0.20783
1686,2.25E-09,PPM1J,0.31591,0.68409
1687,0.00090639,PPM1M,0.053998,0.9451
1688,0.98588,PPP1CA,1.23E-06,0.014114
1689,0.99912,PPP1CB,6.96E-09,0.00088337
1690,0.95777,PPP1CC,3.73E-06,0.042226
1691,1,PPP1R12A,2.38E-21,4.82E-08
1692,0.03206,PPP1R13L,1.40E-05,0.96793
1693,0.12672,PPP1R14A,0.084994,0.78829
1694,2.21E-12,PPP1R15A,0.8747,0.1253
1695,0.24098,PPP1R1B,0.0061108,0.75291
1696,0.06928,PPP1R2,0.012024,0.9187
1697,0.99975,PPP1R9B,6.32E-11,0.00024712
1698,0.9893,PPP2CA,6.21E-07,0.010699
1699,0.34419,PPP2CB,0.00052846,0.65529
1700,0.98389,PPP2R1A,1.41E-08,0.016115
1701,0.99495,PPP2R2A,2.01E-08,0.0050526
1702,0.98467,PPP2R2B,3.04E-07,0.015327
1703,0.81558,PPP2R5A,1.41E-06,0.18441
1704,0.97071,PPP2R5C,1.24E-08,0.029287
1705,0.99993,PPP2R5D,6.33E-13,7.19E-05
1706,0.99988,PPP3CA,1.11E-11,0.00012117
1707,0.26374,PPP3CC,8.52E-06,0.73625
1708,0.41481,PPP3R1,0.00727,0.57792
1709,0.4554,PPP4C,0.00022503,0.54437
1710,0.99938,PPP5C,1.22E-10,0.00062416
1711,0.85535,PPP6C,1.78E-05,0.14464
1712,0.9565,PRDM1,1.65E-07,0.043505
1713,0.019397,PRDM14,0.00072505,0.97988
1714,0.99999,PRDM16,5.46E-16,1.48E-05
1715,7.70E-10,PRDX1,0.97824,0.021761
1716,1,PREX1,2.05E-31,3.56E-12
1717,3.33E-16,PREX2,1.13E-07,1
1718,0.00033439,PRG3,0.16635,0.83332
1719,0.13725,PRKAA1,3.20E-05,0.86271
1720,3.53E-08,PRKAA2,0.064311,0.93569
1721,0.0052573,PRKAB1,0.02289,0.97185
1722,0.97142,PRKACA,1.41E-06,0.028581
1723,0.99692,PRKAG2,1.21E-09,0.003077
1724,0.99985,PRKAR1A,8.98E-11,0.00014816
1725,0.17935,PRKAR1B,0.00047097,0.82017
1726,0.11865,PRKAR2A,0.00020539,0.88114
1727,0.99713,PRKAR2B,2.50E-08,0.0028738
1728,0.3677,PRKCA,1.49E-07,0.6323
1729,1,PRKCB,2.25E-15,1.91E-06
1730,0.99988,PRKCE,4.87E-13,0.00012449
1731,0.42878,PRKCH,9.36E-08,0.57122
1732,0.067986,PRKCI,8.78E-07,0.93201
1733,0.2972,PRKCQ,5.31E-08,0.7028
1734,0.541,PRKCZ,9.61E-07,0.459
1735,6.65E-07,PRKD1,4.57E-05,0.99995
1736,0.99995,PRKD2,6.35E-14,5.40E-05
1737,0.99938,PRKG1,4.98E-12,0.00062295
1738,NA,PRKN,NA,NA
1739,0.41653,PRKRA,0.0014875,0.58198
1740,0.98732,PRLR,3.86E-08,0.012683
1741,0.99999,PRMT5,6.21E-15,5.59E-06
1742,1.91E-05,PROC,0.024892,0.97509
1743,5.36E-12,PRODH,0.64136,0.35864
1744,0.00047089,PROS1,5.37E-05,0.99948
1745,0.99884,PROX1,5.53E-10,0.0011596
1746,0.0391,PRPF40A,3.51E-09,0.9609
1747,1,PRPF4B,6.90E-18,2.45E-06
1748,0.066916,PRR5,0.0026378,0.93045
1749,4.96E-28,PRUNE2,2.90E-05,0.99997
1750,0.0094778,PSD3,1.43E-07,0.99052
1751,0.42272,PSD4,4.01E-09,0.57728
1752,0.97322,PSEN1,2.43E-07,0.026779
1753,0.00053736,PSEN2,0.0052979,0.99416
1754,0.0027499,PSMB9,0.053972,0.94328
1755,1,PSMD1,9.07E-20,1.12E-07
1756,0.0028024,PSTPIP2,0.0001008,0.9971
1757,0.24232,PTAFR,0.027779,0.7299
1758,0.066085,PTGFR,0.012945,0.92097
1759,0.99597,PTGS2,2.34E-09,0.0040321
1760,0.81146,PTHLH,0.00088526,0.18765
1761,0.99987,PTK2,6.86E-18,0.0001252
1762,0.93536,PTK2B,2.54E-13,0.064643
1763,4.35E-13,PTK6,0.95024,0.04976
1764,0.99721,PTK7,3.23E-13,0.0027887
1765,0.034451,PTMA,0.12898,0.83657
1766,0.28236,PTP4A1,0.01998,0.69766
1767,0.96626,PTP4A2,5.19E-05,0.03369
1768,NA,PTPA,NA,NA
1769,0.81293,PTPN1,1.47E-06,0.18707
1770,0.99998,PTPN11,1.08E-13,1.81E-05
1771,0.99996,PTPN12,3.43E-14,4.19E-05
1772,1.42E-25,PTPN13,4.27E-08,1
1773,1.50E-09,PTPN18,0.17859,0.82141
1774,0.99953,PTPN2,3.03E-10,0.00047026
1775,3.49E-21,PTPN22,0.96933,0.030669
1776,6.71E-09,PTPN3,4.66E-07,1
1777,0.0014228,PTPN5,5.42E-05,0.99852
1778,0.99999,PTPN6,5.81E-14,1.40E-05
1779,9.41E-14,PTPN7,0.74764,0.25236
1780,0.99998,PTPRA,1.62E-15,2.30E-05
1781,1,PTPRD,7.41E-33,3.38E-12
1782,0.00081616,PTPRE,2.02E-07,0.99918
1783,1,PTPRF,3.07E-26,4.68E-08
1784,5.07E-06,PTPRG,1.69E-10,0.99999
1785,1.03E-36,PTPRH,0.99998,2.09E-05
1786,1.29E-11,PTPRJ,6.22E-06,0.99999
1787,0.99998,PTPRM,3.16E-21,1.98E-05
1788,8.74E-07,PTPRR,0.00075199,0.99925
1789,0.39251,PTPRU,3.47E-13,0.60749
1790,0.00042161,PTTG1,0.33708,0.6625
1791,0.0049827,PTTG1IP,0.099977,0.89504
1792,6.98E-05,PTX3,0.2482,0.75173
1793,0.94029,PURA,0.00021576,0.059497
1794,0.00069944,PWP2,1.25E-06,0.9993
1795,2.51E-07,PXDN,6.27E-08,1
1796,0.082342,PXN,7.75E-05,0.91758
1797,0.00019768,PYCARD,0.70242,0.29738
1798,0.0012566,RAB31,0.13433,0.86442
1799,0.98674,RAB3GAP2,4.11E-17,0.013261
1800,1.75E-10,RABGGTA,0.010303,0.9897
1801,0.76228,RAC1,0.0003474,0.23738
1802,0.0017041,RACGAP1,8.45E-06,0.99829
1803,NA,RACK1,NA,NA
1804,0.00012252,RAD1,0.1495,0.85038
1805,0.0569,RAD17,1.17E-06,0.9431
1806,1.58E-08,RAD18,0.15787,0.84213
1807,3.44E-27,RAD50,0.28401,0.71599
1808,2.08E-15,RAD51B,0.99581,0.0041915
1809,4.03E-06,RAD9A,0.16134,0.83865
1810,0.85295,RAF1,3.12E-08,0.14705
1811,0.14667,RALBP1,5.74E-06,0.85332
1812,3.03E-17,RALGAPA2,5.92E-09,1
1813,0.88814,RALGDS,3.06E-09,0.11186
1814,0.97576,RAN,2.29E-05,0.024215
1815,0.025531,RANGAP1,9.75E-05,0.97437
1816,0.62227,RAP1A,0.0014281,0.3763
1817,0.90995,RAP1B,0.00012515,0.089923
1818,0.96928,RAP1GAP2,5.74E-10,0.030724
1819,0.85068,RAP2A,0.0022579,0.14706
1820,0.99995,RAPGEF1,7.25E-17,4.61E-05
1821,1,RAPGEF2,2.31E-21,1.27E-06
1822,0.99218,RAPGEF4,6.71E-15,0.0078189
1823,0.98099,RAPGEF5,3.54E-11,0.01901
1824,0.96305,RARA,2.67E-06,0.036945
1825,0.99478,RARG,1.07E-07,0.0052163
1826,1,RASA1,1.86E-21,4.36E-08
1827,1.91E-10,RASA3,0.00038089,0.99962
1828,0.79641,RASAL2,2.58E-11,0.20359
1829,0.92073,RASGEF1B,1.52E-07,0.079272
1830,0.99999,RASGRF1,1.24E-18,8.66E-06
1831,0.0091132,RASGRP3,1.83E-05,0.99087
1832,4.93E-06,RASSF1,0.33698,0.66301
1833,5.06E-07,RASSF2,0.13848,0.86152
1834,1.73E-13,RASSF4,0.98479,0.015214
1835,0.043347,RASSF5,0.0051954,0.95146
1836,1,RB1,4.05E-22,2.33E-08
1837,1,RB1CC1,8.03E-26,2.61E-09
1838,1.14E-08,RBAK,0.065982,0.93402
1839,3.08E-12,RBBP8,0.0011834,0.99882
1840,0.99785,RBFOX3,6.11E-08,0.0021537
1842,2.93E-12,RBL1,0.0002569,0.99974
1843,1.72E-12,RBM19,0.00055194,0.99945
1844,0.98493,RBM47,2.92E-07,0.015073
1845,0.11929,RBMS1,4.12E-05,0.88067
1846,0.2128,RBMS3,1.36E-05,0.78718
1847,5.92E-06,RBP1,0.72704,0.27296
1848,0.99853,RBPJ,1.99E-10,0.0014688
1849,0.97173,RBPMS,3.35E-05,0.028239
1850,0.94689,RBX1,0.00016082,0.052953
1851,0.016675,RCAN1,0.087415,0.89591
1852,0.95567,RCC2,1.73E-07,0.044332
1853,0.066203,RCHY1,0.0026833,0.93111
1854,2.88E-05,RCN1,0.20504,0.79494
1855,0.85245,RDX,6.38E-09,0.14755
1856,3.17E-18,RECQL5,0.6191,0.3809
1857,1.35E-05,REG1A,0.59223,0.40775
1858,1,RELN,5.63E-50,4.25E-14
1859,1,RERE,2.68E-23,7.65E-09
1860,1,RET,5.51E-19,2.34E-07
1861,1,REV3L,1.34E-44,7.05E-16
1862,2.42E-06,RFTN1,0.083895,0.9161
1863,1,RFX3,6.59E-18,3.36E-07
1864,0.0048149,RGCC,0.29019,0.70499
1865,4.09E-09,RGS12,4.68E-06,1
1866,1.01E-05,RGS16,0.64488,0.35511
1867,0.96134,RGS19,7.28E-05,0.038583
1868,6.40E-05,RGS20,0.090488,0.90945
1869,0.63858,RHBDD2,0.0012369,0.36019
1870,0.0011919,RHBDF2,2.86E-06,0.99881
1871,0.98119,RHEB,1.23E-05,0.018795
1872,2.19E-06,RHEBL1,0.51201,0.48799
1873,0.60405,RHOA,0.0079369,0.38802
1874,0.00017569,RHOF,0.28674,0.71308
1875,0.42952,RHOG,0.029143,0.54133
1876,1,RICTOR,2.25E-31,1.89E-10
1877,0.9902,RIMS1,1.62E-19,0.0097979
1878,3.51E-07,RIN1,0.058935,0.94106
1879,0.00081408,RIN2,2.45E-05,0.99916
1880,4.28E-10,RIN3,0.061208,0.93879
1881,0.39282,RIPK2,1.49E-05,0.60717
1882,1.19E-14,RIPK3,0.97761,0.022389
1883,NA,RIPOR2,NA,NA
1884,0.00063244,RIT2,0.25232,0.74705
1885,0.57873,RNF11,0.0097407,0.41153
1886,6.35E-10,RNF144B,0.75862,0.24138
1887,0.00073035,RNF150,0.016391,0.98288
1888,4.91E-55,RNF213,6.71E-11,1
1889,2.26E-06,RNF216,1.60E-06,1
1890,0.99943,RNF8,4.79E-10,0.00056748
1891,3.80E-06,RNLS,0.17086,0.82913
1892,7.27E-16,ROBO1,3.69E-08,1
1893,1,ROCK1,1.39E-24,2.24E-07
1894,1,ROCK2,9.75E-23,2.47E-06
1895,0.99645,ROR1,3.46E-10,0.0035482
1896,0.00012401,ROR2,1.50E-05,0.99986
1897,0.40096,RORA,5.72E-07,0.59903
1898,1.62E-72,ROS1,1,1.47E-10
1899,0.08777,RPA1,5.78E-07,0.91223
1900,0.50461,RPA2,0.00075999,0.49463
1901,4.08E-31,RPGRIP1L,0.95902,0.040981
1902,0.90915,RPL10,0.00062447,0.09023
1903,0.95062,RPL13,0.00013399,0.049244
1904,NA,RPL39L,NA,NA
1905,0.92111,RPS19,0.00043598,0.078457
1906,0.68141,RPS24,0.0040046,0.31458
1907,0.91944,RPS27A,0.00045978,0.080103
1908,0.10011,RPS27L,0.11719,0.78271
1909,0.92,RPS3,9.24E-05,0.079904
1910,0.9759,RPS6,2.26E-05,0.024073
1911,0.0019056,RPS6KA1,7.20E-06,0.99809
1912,0.0094073,RPS6KA2,1.44E-07,0.99059
1913,0.99999,RPS6KA3,2.45E-14,5.10E-06
1914,0.99715,RPS6KA4,4.12E-11,0.0028531
1915,0.99909,RPS6KA5,1.26E-11,0.00091306
1916,0.97285,RPS6KB1,1.03E-08,0.027148
1917,5.96E-21,RPS6KB2,0.99957,0.00043136
1918,1,RPTOR,4.41E-28,8.31E-11
1919,0.004663,RRAS,0.10775,0.88759
1920,0.97463,RRAS2,2.56E-05,0.025341
1921,1,RREB1,2.59E-17,2.19E-06
1922,1,RRM1,4.49E-18,2.87E-07
1923,0.002357,RRM2B,0.0031366,0.99451
1924,9.44E-15,RSAD2,0.99724,0.0027562
1925,1,RSF1,1.14E-27,1.72E-11
1926,0.45318,RTN4,3.84E-07,0.54682
1927,8.97E-34,RTTN,0.00011886,0.99988
1928,0.65377,RUNX1,4.45E-05,0.34619
1929,0.94884,RUNX2,1.22E-06,0.05116
1930,0.84295,RUNX3,0.00010973,0.15694
1931,0.99902,RUVBL1,1.82E-09,0.00098216
1932,0.99852,RXRA,2.46E-08,0.0014818
1933,NA,RXYLT1,NA,NA
1934,0.98922,RYK,2.59E-08,0.010778
1935,0.99999,RYR2,1.50E-48,8.05E-06
1936,0.16843,S100A10,0.17731,0.65426
1937,0.0084662,S100A11,0.40591,0.58563
1938,5.84E-05,S100A2,0.84368,0.15626
1939,0.0061838,S100A4,0.47483,0.51899
1940,0.17565,S100A6,0.16815,0.6562
1941,0.4777,S100A9,0.076882,0.44541
1942,0.04387,S100B,0.27403,0.6821
1943,0.01493,SAA1,0.28127,0.7038
1944,2.70E-06,SAA2,0.90254,0.097461
1945,0.99958,SAMD4A,9.49E-12,0.00042136
1946,5.04E-11,SAMSN1,0.7948,0.2052
1947,0.001802,SASH1,1.31E-08,0.9982
1948,6.38E-10,SBF2,1.57E-12,1
1949,0.0070655,SBNO2,1.82E-09,0.99293
1950,1,SCAF11,7.53E-19,3.67E-06
1951,0.0087953,SCAPER,2.21E-12,0.9912
1952,2.98E-08,SCARA3,0.24217,0.75782
1953,0.066228,SCARB1,0.00011054,0.93366
1954,0.98715,SCHIP1,4.81E-06,0.012848
1955,8.61E-06,SCMH1,0.00068812,0.9993
1956,0.05103,SCN3B,0.019203,0.92977
1957,0.4049,SDC2,0.0078273,0.58728
1958,0.0041475,SDC4,0.12255,0.87331
1959,4.16E-06,SDK1,3.13E-15,1
1960,0.63264,SEC14L1,9.03E-08,0.36736
1961,7.91E-10,SELE,0.02766,0.97234
1962,5.04E-32,SELP,0.99998,1.72E-05
1963,0.1768,SELPLG,0.16674,0.65646
1964,0.00087445,SEMA3C,4.47E-06,0.99912
1965,0.00054103,SEMA4B,8.91E-06,0.99945
1966,0.97472,SEMA4D,1.75E-09,0.025282
1967,0.99976,SEMA6A,5.07E-13,0.00024383
1968,0.99579,9-Sep,1.29E-08,0.0042113
1969,8.83E-14,SERPINA3,0.99723,0.0027728
1970,6.24E-09,SERPINA5,0.92693,0.073067
1971,3.55E-08,SERPINB1,0.80758,0.19242
1972,0.0036486,SERPINB5,0.037432,0.95892
1973,2.51E-10,SERPIND1,0.92144,0.078559
1974,0.043609,SERPINE1,0.0051476,0.95124
1975,0.32037,SERTAD1,0.061364,0.61826
1976,0.8808,SERTAD2,0.0012548,0.11794
1977,0.00059629,SESN1,0.00093302,0.99847
1978,4.19E-07,SESN2,0.047018,0.95298
1979,0.36544,SFN,0.010515,0.62405
1980,0.99999,SFSWAP,5.68E-16,7.78E-06
1981,0.0023046,SGK1,0.00013363,0.99756
1982,8.56E-07,SGK3,0.0038003,0.9962
1983,0.94507,SGMS1,1.46E-06,0.054927
1984,0.96861,SH2B1,7.30E-08,0.031394
1985,1.49E-05,SH2B2,0.034637,0.96535
1986,0.00010289,SH2B3,0.011349,0.98855
1987,8.27E-07,SH2D2A,0.24525,0.75475
1988,0.010463,SH3BP1,7.38E-05,0.98946
1989,0.0025338,SH3BP4,0.00011656,0.99735
1990,0.04833,SH3BP5,0.0008976,0.95077
1991,0.010761,SH3RF1,1.43E-05,0.98923
1992,6.09E-35,SH3TC1,0.99999,8.72E-06
1993,8.43E-07,SHANK2,9.13E-11,1
1994,0.96874,SHB,1.77E-06,0.031262
1995,0.0017351,SHC1,0.00099193,0.99727
1996,0.98258,SHH,1.02E-05,0.017413
1997,0.31709,SHROOM3,1.53E-11,0.68291
1998,0.69866,SIAH1,0.00069999,0.30064
1999,6.84E-06,SIGLEC10,0.00019421,0.9998
2000,0.93716,SIK1,8.40E-08,0.062841
2001,0.99651,SIK2,2.75E-12,0.0034864
2002,1,SIK3,1.29E-21,3.76E-08
2003,0.012265,SIL1,0.0014227,0.98631
2004,1,SIPA1L1,1.32E-24,3.06E-08
2005,0.99215,SIPA1L2,2.77E-16,0.0078471
2006,0.67197,SIRPA,3.75E-05,0.32799
2007,0.087326,SIRT1,7.03E-05,0.9126
2008,2.33E-08,SIRT2,0.1048,0.8952
2009,0.039119,SIRT6,0.006072,0.95481
2010,0.025729,SIVA1,0.050525,0.92375
2011,1.82E-07,SKAP1,0.03269,0.96731
2012,0.99901,SKI,1.84E-09,0.00098548
2013,0.96042,SKP2,6.42E-07,0.039578
2014,0.34325,SLA,0.00053237,0.65622
2015,2.05E-11,SLC12A4,7.78E-05,0.99992
2016,5.31E-19,SLC12A8,0.98833,0.011672
2017,0.71036,SLC1A2,2.56E-05,0.28962
2018,0.98914,SLC1A3,1.31E-07,0.010863
2019,0.82731,SLC22A23,1.18E-06,0.17269
2020,0.00026907,SLC25A27,0.0029131,0.99682
2021,0.27886,SLC25A37,0.0043953,0.71674
2022,0.9941,SLC2A1,1.45E-07,0.0059044
2023,3.43E-08,SLC2A2,0.066487,0.93351
2024,4.71E-05,SLC2A4,0.0071218,0.99283
2025,0.00058122,SLC37A1,3.97E-05,0.99938
2026,3.60E-27,SLC44A3,0.99997,3.41E-05
2027,1.66E-06,SLC45A2,0.12786,0.87214
2028,0.98987,SLC6A6,4.50E-09,0.010129
2029,0.9957,SLC8A1,5.55E-10,0.004304
2030,0.79049,SLC9A1,4.08E-07,0.20951
2031,8.84E-05,SLC9A3R1,0.20354,0.79637
2032,0.38961,SLCO3A1,1.52E-05,0.61038
2033,0.75233,SLIT3,3.10E-15,0.24767
2034,0.37441,SLK,9.74E-12,0.62559
2035,0.00089665,SLPI,0.41494,0.58416
2036,1.79E-12,SLX4IP,0.9689,0.031101
2037,0.98803,SMAD1,8.18E-07,0.011968
2038,0.99661,SMAD2,1.53E-09,0.0033892
2039,0.79796,SMAD3,8.99E-06,0.20203
2040,0.99881,SMAD4,5.90E-10,0.0011907
2041,3.63E-20,SMAD6,0.99998,2.44E-05
2042,0.54854,SMAD7,0.00053813,0.45093
2043,1,SMARCA4,1.04E-33,1.10E-13
2044,1,SMC1A,7.46E-20,2.77E-08
2045,1,SMC3,2.79E-32,2.19E-13
2046,0.00019629,SMCO4,0.83483,0.16498
2047,0.001598,SMCR8,0.0011164,0.99729
2048,1,SMG1,7.71E-65,1.30E-25
2049,0.98164,SMG6,5.45E-14,0.018361
2050,4.28E-07,SMO,0.00042499,0.99957
2051,0.0094673,SMOC1,0.00042141,0.99011
2052,0.59429,SMPD3,1.52E-05,0.40569
2053,0.6118,SMURF1,4.44E-09,0.3882
2054,0.87235,SMURF2,1.78E-10,0.12765
2055,1.44E-07,SMYD3,0.044255,0.95574
2056,0.21754,SNAI1,0.0075913,0.77487
2057,0.79531,SNAI2,0.0011112,0.20358
2058,2.07E-05,SNAP47,0.092265,0.90771
2059,0.8829,SNCA,0.0011986,0.11591
2060,0.068062,SNCB,0.054501,0.87744
2061,0.98213,SND1,1.25E-12,0.01787
2062,0.99961,SNRK,9.25E-10,0.00038586
2063,0.00019763,SNRNP27,0.088952,0.91085
2064,0.0056417,SNTA1,0.004378,0.98998
2065,8.18E-05,SNX25,1.11E-06,0.99992
2066,0.58843,SNX30,7.88E-05,0.4115
2067,0.062391,SNX8,0.00060037,0.93701
2068,0.58544,SOCS1,0.03811,0.37645
2069,0.62999,SOCS2,0.0063788,0.36363
2070,0.74613,SOCS3,0.0094,0.24447
2071,1.42E-05,SOCS4,0.13909,0.8609
2072,0.54156,SOCS5,0.00011539,0.45832
2073,0.98865,SOCS6,3.55E-06,0.011348
2074,0.99807,SOCS7,1.92E-09,0.00193
2075,0.15499,SOD2,0.014619,0.83039
2076,0.00072272,SOD3,0.46176,0.53752
2077,1.53E-12,SORBS1,2.21E-07,1
2078,0.035916,SORBS2,4.00E-09,0.96408
2079,8.23E-12,SORBS3,0.0069404,0.99306
2080,0.0031696,SORCS2,5.79E-09,0.99683
2081,1,SOS1,3.17E-25,4.59E-09
2082,0.70662,SOX2,0.0031244,0.29026
2083,0.99984,SOX6,1.73E-13,0.00015679
2084,0.99772,SOX9,7.01E-08,0.0022783
2085,0.99997,SP1,1.21E-12,2.53E-05
2086,6.79E-09,SP140L,0.0065727,0.99343
2087,0.99721,SP2,2.34E-08,0.0027948
2088,0.99995,SP3,1.31E-12,5.04E-05
2089,1,SPAG9,7.51E-25,6.54E-09
2090,0.55833,SPATS2L,2.04E-05,0.44165
2091,0.85887,SPECC1L,4.69E-11,0.14113
2092,0.98206,SPI1,1.09E-05,0.017927
2093,0.91231,SPIB,0.0001169,0.087573
2094,2.38E-17,SPIDR,0.89448,0.10552
2095,0.042486,SPIRE1,1.84E-06,0.95751
2096,0.82592,SPOCK1,5.96E-06,0.17408
2097,2.15E-06,SPP1,0.71317,0.28683
2098,0.0030398,SPRY1,0.16842,0.82854
2099,0.0004821,SPRY4,0.30832,0.6912
2100,1,SPTBN1,8.32E-43,2.78E-16
2101,NA,SQOR,NA,NA
2102,0.00086035,SQSTM1,0.013058,0.98608
2103,0.99691,SRC,6.02E-09,0.003086
2104,0.97545,SRF,4.79E-06,0.024544
2105,0.69656,SRGN,0.015462,0.28798
2106,1.91E-05,SRPK1,4.44E-05,0.99994
2107,0.99777,SSBP2,2.74E-09,0.002235
2108,0.99968,SSBP3,2.42E-11,0.00032098
2109,0.00033003,SSH1,3.67E-06,0.99967
2110,0.44416,SSTR2,0.0058413,0.55
2111,0.58269,ST3GAL1,0.00040761,0.41691
2112,0.9417,ST3GAL2,8.39E-06,0.058293
2113,0.2341,ST6GAL1,0.0013381,0.76456
2114,0.99703,ST7,2.25E-10,0.0029717
2115,1,STAG1,5.45E-27,4.49E-10
2116,0.85048,STAM,7.98E-07,0.14952
2117,1.04E-05,STAM2,0.0025755,0.99741
2118,2.35E-08,STARD13,4.59E-05,0.99995
2119,0.7662,STAT4,9.34E-10,0.2338
2120,0.99994,STAT5A,1.40E-14,5.59E-05
2121,0.98849,STAT6,1.03E-11,0.011514
2122,5.32E-09,STEAP3,0.77097,0.22903
2123,1.28E-14,STK10,0.0051641,0.99484
2124,0.9934,STK11,1.90E-07,0.0065964
2125,0.040434,STK17A,0.0011824,0.95838
2126,0.011293,STK24,0.00032577,0.98838
2127,6.20E-07,STK3,0.028085,0.97191
2128,0.00076687,STK38,0.00065031,0.99858
2129,0.99916,STK39,5.09E-11,0.00083922
2130,0.99624,STK40,4.83E-08,0.0037631
2131,0.0024144,STOML2,0.0030303,0.99456
2132,0.0010128,STRADB,0.0021464,0.99684
2133,0.9785,STX1A,3.45E-06,0.021496
2134,1,STXBP1,1.52E-14,4.19E-06
2135,0.99956,STXBP5,1.48E-16,0.0004414
2136,7.87E-05,STXBP6,0.22495,0.77497
2137,0.89245,SUB1,0.00096238,0.10659
2138,2.82E-09,SUGCT,0.26891,0.73109
2139,0.45272,SUGT1,4.65E-05,0.54723
2140,0.010585,SULF2,1.22E-07,0.98941
2141,0.86128,SUMO1,0.0018618,0.13686
2142,2.17E-13,SUSD1,0.16856,0.83144
2143,0.00086302,SVIL,3.60E-17,0.99914
2144,0.99986,SYK,3.15E-12,0.00013905
2145,3.19E-52,SYNE1,8.49E-54,1
2146,1.65E-25,SYNE2,9.61E-48,1
2147,0.60038,SYT1,7.12E-05,0.39955
2148,9.89E-25,SYT8,1,4.92E-06
2149,3.22E-07,TAB1,0.065495,0.9345
2150,0.99998,TAB2,7.28E-13,2.05E-05
2151,0.61714,TAB3,1.25E-05,0.38284
2152,5.49E-05,TACC1,4.82E-05,0.9999
2153,4.82E-24,TACC2,3.94E-06,1
2154,1,TAF1,4.29E-28,1.15E-11
2155,7.98E-15,TAF1B,0.61171,0.38829
2156,0.08527,TAGLN,0.039221,0.87551
2157,0.5659,TAL1,0.010776,0.42333
2158,2.16E-05,TANC1,2.11E-11,0.99998
2159,0.99787,TAOK1,1.38E-15,0.0021269
2160,0.99976,TAOK2,4.23E-15,0.00024454
2161,0.99975,TAOK3,4.63E-15,0.00025384
2162,1.21E-07,TAX1BP1,0.00010722,0.99989
2163,1.86E-13,TBC1D1,0.00011188,0.99989
2164,0.039267,TBC1D14,2.08E-06,0.96073
2165,1.44E-08,TBC1D2B,0.00045938,0.99954
2166,8.60E-20,TBC1D31,0.066922,0.93308
2167,8.47E-24,TBC1D4,0.51863,0.48137
2168,4.64E-18,TBC1D5,0.54719,0.45281
2169,0.16004,TBCA,0.059353,0.7806
2170,0.99995,TBL1XR1,6.08E-12,4.91E-05
2171,0.015031,TBP,0.0010561,0.98391
2172,0.99636,TBX21,4.46E-08,0.0036418
2173,1.41E-20,TBXAS1,0.99862,0.0013799
2174,0.58578,TCEAL1,0.038017,0.3762
2175,0.67602,TCF12,6.04E-08,0.32398
2176,0.99981,TCF4,2.69E-13,0.00018809
2177,0.0053732,TCF7,0.0046949,0.98993
2178,0.99537,TCF7L2,6.63E-10,0.0046282
2179,9.16E-11,TDGF1,0.98799,0.012007
2180,1.27E-17,TDP1,0.92633,0.073672
2181,0.9998,TEAD1,1.84E-10,0.00019887
2182,1.52E-06,TEAD2,0.0081311,0.99187
2183,0.99362,TEAD3,3.55E-08,0.0063792
2184,3.23E-05,TEAD4,0.012085,0.98788
2185,5.36E-08,TEC,0.00034358,0.99966
2186,1,TEK,9.45E-19,2.09E-06
2187,1,TENM4,6.63E-31,1.10E-09
2188,NA,PAPD7,NA,NA
2189,0.90655,TERF1,5.66E-06,0.093441
2190,0.99237,TERF2,5.49E-08,0.0076268
2191,0.99255,TESK1,1.05E-08,0.0074464
2192,0.98964,TFAP2A,5.74E-07,0.010358
2193,0.92204,TFAP2C,1.75E-05,0.07794
2194,0.97174,TFDP1,1.37E-06,0.028255
2195,0.89931,TFEB,6.86E-06,0.10069
2196,0.00088929,TFF1,0.63894,0.36017
2197,0.01591,TFF3,0.26788,0.71621
2198,0.00084274,TFPI2,0.19807,0.80109
2199,2.88E-59,TG,0.99867,0.0013303
2200,0.71981,TGFA,0.0027262,0.27747
2201,0.027032,TGFB1I1,0.000442,0.97253
2202,0.99905,TGFB2,8.36E-09,0.0009524
2203,5.97E-08,TGFBI,0.007069,0.99293
2204,0.0030577,TGFBR3,3.64E-06,0.99694
2205,0.010454,TGIF1,0.039857,0.94969
2206,6.81E-18,TGM2,0.97292,0.027081
2207,1.69E-06,TH,0.007032,0.99297
2208,4.62E-41,THADA,0.99794,0.0020642
2209,NA,THAP12,NA,NA
2210,0.99985,THBS1,1.29E-15,0.0001501
2211,4.81E-07,THSD4,2.98E-06,1
2212,1,THSD7A,2.23E-26,5.65E-07
2213,0.95662,TIAM1,3.81E-15,0.043382
2214,3.24E-05,TIAM2,5.84E-11,0.99997
2215,0.0025936,TICAM2,0.013174,0.98423
2216,1.24E-19,TIE1,0.15354,0.84646
2217,0.4993,TIMP1,0.017778,0.48292
2218,0.63037,TIMP3,0.0013304,0.3683
2219,3.24E-11,TJP2,8.19E-06,0.99999
2220,0.006748,TKT,0.00013968,0.99311
2221,0.99922,TLE1,8.48E-12,0.00077501
2222,0.99999,TLE4,2.20E-15,7.03E-06
2223,0.99999,TLK1,2.83E-16,5.84E-06
2224,1,TLN1,1.39E-42,9.13E-15
2225,0.99231,TLN2,1.24E-24,0.0076917
2226,5.87E-23,TLR1,0.99997,2.83E-05
2227,3.48E-09,TLR10,0.22728,0.77272
