"","source","target","source_genesymbol","target_genesymbol","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","dip_url","sources","references","curation_effort","dorothea_level","n_references","n_resources"
"13112","P17542","Q9H334","TAL1","FOXP1",1,0,0,0,0,0,NA,"HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13113","P17542","Q9P2Q2","TAL1","FRMD4A",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13114","P17542","Q9Y2L6","TAL1","FRMD4B",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13115","P17542","O94915","TAL1","FRYL",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13116","P17542","Q10471","TAL1","GALNT2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13117","P17542","Q8NCL4","TAL1","GALNT6",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13118","P17542","Q9NXC2","TAL1","GFOD1",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13119","P17542","O60547","TAL1","GMDS",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13120","P17542","Q03113","TAL1","GNA12",1,0,0,0,0,0,NA,"HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13121","P17542","P50148","TAL1","GNAQ",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13122","P17542","Q6IC98","TAL1","GRAMD4",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13123","P17542","Q13322","TAL1","GRB10",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13124","P17542","Q14831","TAL1","GRM7",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13125","P17542","Q14687","TAL1","GSE1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13126","P17542","Q4AE62","TAL1","GTDC1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13127","P17542","Q9Y450","TAL1","HBS1L",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13128","P17542","Q9UKV0","TAL1","HDAC9",1,0,0,0,0,0,NA,"HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13129","P17542","Q15751","TAL1","HERC1",1,0,0,0,0,0,NA,"ENCODE-proximal;HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,1
"13130","P17542","P31629","TAL1","HIVEP2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13131","P17542","Q5T1R4","TAL1","HIVEP3",1,0,0,0,0,0,NA,"DoRothEA;HOCOMOCO_DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA","PAZAR:21795385",1,"B",1,2
"13132","P17542","P37235","TAL1","HPCAL1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13133","P17542","Q5VY09","TAL1","IER5",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13134","P17542","P14778","TAL1","IL1R1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13135","P17542","O15327","TAL1","INPP4B",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13136","P17542","Q13576","TAL1","IQGAP2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13137","P17542","P18084","TAL1","ITGB5",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13138","P17542","Q14643","TAL1","ITPR1",1,0,0,0,0,0,NA,"ENCODE-distal;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,1
"13139","P17542","Q14571","TAL1","ITPR2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13140","P17542","O60229","TAL1","KALRN",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13141","P17542","Q12791","TAL1","KCNMA1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13142","P17542","Q9Y691","TAL1","KCNMB2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13143","P17542","O94953","TAL1","KDM4B",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13144","P17542","Q9H3R0","TAL1","KDM4C",1,0,0,0,0,0,NA,"HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13145","P17542","A2VDJ0","TAL1","TMEM131L",1,0,0,0,0,0,NA,"HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13146","P17542","Q5T5P2","TAL1","KIAA1217",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13147","P17542","Q9P266","TAL1","JCAD",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13148","P17542","Q8IVT5","TAL1","KSR1",1,0,0,0,0,0,NA,"HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13149","P17542","O15165","TAL1","LDLRAD4",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13150","P17542","Q6ZUX7","TAL1","LHFPL2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13151","P17542","Q9UPQ0","TAL1","LIMCH1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13152","P17542","Q9UGP4","TAL1","LIMD1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13153","P17542","P48059","TAL1","LIMS1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13154","P17542","Q6ZSB3","TAL1","LINC00299",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13155","P17542","P25791","TAL1","LMO2",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13156","P17542","Q93052","TAL1","LPP",1,0,0,0,0,0,NA,"ENCODE-distal;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,1
"13157","P17542","Q9Y2L9","TAL1","LRCH1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13158","P17542","Q32MZ4","TAL1","LRRFIP1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13159","P17542","Q14766","TAL1","LTBP1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13160","P17542","P07948","TAL1","LYN",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13161","P17542","Q9UPN3","TAL1","MACF1",1,0,0,0,0,0,NA,"DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA","PAZAR:21795385",1,"B",1,2
"13162","P17542","Q96JK9","TAL1","MAML3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13163","P17542","Q99683","TAL1","MAP3K5",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13164","P17542","O15021","TAL1","MAST4",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13165","P17542","Q9P267","TAL1","MBD5",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13166","P17542","Q9NR56","TAL1","MBNL1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13167","P17542","P02686","TAL1","MBP",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13168","P17542","Q86YR7","TAL1","MCF2L2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13169","P17542","Q6DN14","TAL1","MCTP1",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13170","P17542","Q03112","TAL1","MECOM",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13171","P17542","Q06413","TAL1","MEF2C",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13172","P17542","Q99685","TAL1","MGLL",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13173","P17542","P82650","TAL1","MRPS22",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13174","P17542","Q92552","TAL1","MRPS27",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13175","P17542","Q96DH6","TAL1","MSI2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13176","P17542","P26038","TAL1","MSN",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13177","P17542","O43312","TAL1","MTSS1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13178","P17542","P10242","TAL1","MYB",1,1,0,1,1,0,NA,"PAZAR_DoRothEA;TRRUST_DoRothEA","",1,"A",0,0
"13179","P17542","O75592","TAL1","MYCBP2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13180","P17542","Q15746","TAL1","MYLK",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13181","P17542","Q9NZM1","TAL1","MYOF",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13182","P17542","Q8IVL1","TAL1","NAV2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13183","P17542","A2RRP1","TAL1","NBAS",1,0,0,0,0,0,NA,"DoRothEA;HTRIdb;HTRIdb_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","DoRothEA:20028976;HTRIdb:20028976",2,"A",1,2
"13184","P17542","Q9Y618","TAL1","NCOR2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13185","P17542","Q14511","TAL1","NEDD9",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13186","P17542","Q9HC98","TAL1","NEK6",1,0,0,0,0,0,NA,"ENCODE-distal;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,1
"13187","P17542","Q8TDX7","TAL1","NEK7",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13188","P17542","Q12857","TAL1","NFIA",1,0,0,0,0,0,NA,"DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA","PAZAR:21795385",1,"B",1,2
"13189","P17542","O00712","TAL1","NFIB",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13190","P17542","P19838","TAL1","NFKB1",1,0,1,1,0,1,NA,"PAZAR_DoRothEA;TRRUST_DoRothEA","",1,"A",0,0
"13191","P17542","Q9UBE8","TAL1","NLK",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13192","P17542","Q9Y5B8","TAL1","NME7",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13193","P17542","Q8IXF0","TAL1","NPAS3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13194","P17542","Q92823","TAL1","NRCAM",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13195","P17542","Q02297","TAL1","NRG1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13196","P17542","O60462","TAL1","NRP2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13197","P17542","P58400","TAL1","NRXN1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13198","P17542","Q9UNF0","TAL1","PACSIN2",1,0,0,0,0,0,NA,"HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13199","P17542","P19021","TAL1","PAM",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13200","P17542","Q8TEW8","TAL1","PARD3B",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13201","P17542","Q9HBI1","TAL1","PARVB",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13202","P17542","Q07343","TAL1","PDE4B",1,0,0,0,0,0,NA,"DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA","PAZAR:21795385",1,"B",1,2
"13203","P17542","Q08499","TAL1","PDE4D",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13204","P17542","Q9C0D0","TAL1","PHACTR1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13205","P17542","O60346","TAL1","PHLPP1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13206","P17542","O00750","TAL1","PIK3C2B",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13207","P17542","P27986","TAL1","PIK3R1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13208","P17542","P48426","TAL1","PIP4K2A",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13209","P17542","Q9BZ72","TAL1","PITPNM2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13210","P17542","O60733","TAL1","PLA2G6",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13211","P17542","Q9NQ66","TAL1","PLCB1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13212","P17542","Q9UPR0","TAL1","PLCL2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13213","P17542","Q6IQ23","TAL1","PLEKHA7",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13214","P17542","Q53GL0","TAL1","PLEKHO1",1,0,0,0,0,0,NA,"DoRothEA;HTRIdb;HTRIdb_DoRothEA;PAZAR_DoRothEA","DoRothEA:20028976;HTRIdb:20028976",2,"A",1,2
"13215","P17542","Q08209","TAL1","PPP3CA",1,0,0,0,0,0,NA,"DoRothEA;HOCOMOCO_DoRothEA;HTRIdb;HTRIdb_DoRothEA;PAZAR_DoRothEA","DoRothEA:20028976;HTRIdb:20028976",2,"A",1,2
"13216","P17542","Q8TCU6","TAL1","PREX1",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13217","P17542","Q9UGJ0","TAL1","PRKAG2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13218","P17542","P31323","TAL1","PRKAR2B",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13219","P17542","P05771","TAL1","PRKCB",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13220","P17542","Q02156","TAL1","PRKCE",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13221","P17542","P24723","TAL1","PRKCH",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13222","P17542","Q6MZQ0","TAL1","PRR5L",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13223","P17542","Q8WUY3","TAL1","PRUNE2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13224","P17542","Q05397","TAL1","PTK2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13225","P17542","Q14289","TAL1","PTK2B",1,0,0,0,0,0,NA,"DoRothEA;HTRIdb;HTRIdb_DoRothEA;ReMap_DoRothEA","DoRothEA:20028976;HTRIdb:20028976",2,"B",1,2
"13226","P17542","P23469","TAL1","PTPRE",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13227","P17542","P28827","TAL1","PTPRM",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13228","P17542","O00194","TAL1","RAB27B",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13229","P17542","O15315","TAL1","RAD51B",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13230","P17542","Q684P5","TAL1","RAP1GAP2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13231","P17542","Q13905","TAL1","RAPGEF1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13232","P17542","Q9Y4G8","TAL1","RAPGEF2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13233","P17542","P29558","TAL1","RBMS1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13234","P17542","Q6XE24","TAL1","RBMS3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13235","P17542","Q9P2R6","TAL1","RERE",1,0,0,0,0,0,NA,"DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA","PAZAR:21795385",1,"B",1,2
"13236","P17542","P49758","TAL1","RGS6",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13237","P17542","Q8TB24","TAL1","RIN3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13238","P17542","Q8TC41","TAL1","RNF217",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13239","P17542","Q5VTB9","TAL1","RNF220",1,0,0,0,0,0,NA,"DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA","PAZAR:21795385",1,"B",1,2
"13240","P17542","Q15349","TAL1","RPS6KA2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13241","P17542","Q8N122","TAL1","RPTOR",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13242","P17542","Q92766","TAL1","RREB1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13243","P17542","Q9NQC3","TAL1","RTN4",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13244","P17542","Q86VV8","TAL1","RTTN",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13245","P17542","Q01196","TAL1","RUNX1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13246","P17542","Q15413","TAL1","RYR3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13247","P17542","O94885","TAL1","SASH1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13248","P17542","Q86WG5","TAL1","SBF2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13249","P17542","Q9UHD8","TAL1","SEPT9",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13250","P17542","Q86VE9","TAL1","SERINC5",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13251","P17542","O60239","TAL1","SH3BP5",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13252","P17542","Q96B97","TAL1","SH3KBP1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13253","P17542","Q8TE82","TAL1","SH3TC1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13254","P17542","Q9Y2K2","TAL1","SIK3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13255","P17542","Q9H173","TAL1","SIL1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13256","P17542","Q9P2F8","TAL1","SIPA1L2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13257","P17542","P57057","TAL1","SLC37A1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13258","P17542","P19634","TAL1","SLC9A1",1,0,0,0,0,0,NA,"DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA","PAZAR:21795385",1,"B",1,2
"13259","P17542","Q5VYV7","TAL1","SLX4IP",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13260","P17542","P84022","TAL1","SMAD3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13261","P17542","Q86US8","TAL1","SMG6",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13262","P17542","Q9NWM0","TAL1","SMOX",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13263","P17542","Q9H7B4","TAL1","SMYD3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13264","P17542","Q7KZF4","TAL1","SND1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13265","P17542","Q9BX66","TAL1","SORBS1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13266","P17542","O43609","TAL1","SPRY1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13267","P17542","Q01082","TAL1","SPTBN1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13268","P17542","P81877","TAL1","SSBP2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13269","P17542","Q76I76","TAL1","SSH2",1,0,0,0,0,0,NA,"DoRothEA;HTRIdb;HTRIdb_DoRothEA;PAZAR_DoRothEA","DoRothEA:20028976;HTRIdb:20028976",2,"A",1,2
"13270","P17542","Q11201","TAL1","ST3GAL1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13271","P17542","Q9Y3M8","TAL1","STARD13",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13272","P17542","P40763","TAL1","STAT3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13273","P17542","Q13586","TAL1","STIM1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13274","P17542","O94804","TAL1","STK10",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13275","P17542","Q9NY57","TAL1","STK32B",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13276","P17542","Q6UWL2","TAL1","SUSD1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13277","P17542","O95425","TAL1","SVIL",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13278","P17542","O14994","TAL1","SYN3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13279","P17542","Q8NF91","TAL1","SYNE1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13280","P17542","O15056","TAL1","SYNJ2",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13281","P17542","O75410","TAL1","TACC1",1,0,0,0,0,0,NA,"ARACNe-GTEx_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13282","P17542","Q9C0D5","TAL1","TANC1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13283","P17542","Q9H2K8","TAL1","TAOK3",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
"13284","P17542","Q86TI0","TAL1","TBC1D1",1,0,0,0,0,0,NA,"PAZAR_DoRothEA;ReMap_DoRothEA","",0,"B",0,0
